id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90
629,a,,,4.0,614,44,0,0,0,0,0.6,213,29,0,0,0.0,460,35,0,0,0.0,424,32,0.0,0.0,0,9113,169,21915,676,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456,35,0.0,438,20,0.0,406,9,0.0,457,35,,,,7,,Daniel,Bentley,Bentley,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
298,a,,,3.9,721,225,0,0,-1,1,0.1,401,149,0,0,0.0,435,157,0,0,0.0,398,146,0.0,0.0,0,3862,73,7964,235,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431,158,0.0,410,154,0.0,378,144,0.0,432,157,,,,7,,Reece,Welch,Welch,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
627,a,,,4.5,393,22,0,0,0,0,0.1,416,65,8,3,2.7,181,18,0,47,2.0,175,17,0.4,1.8,0,4519,475,6429,177,2.5,2.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,1.19,87.2,144,18,0.0,584,72,0.0,560,63,8.7,269,19,,,,7,,Sam,Johnstone,Johnstone,,,270,0,0,0,3,0,0,0,0,0,10,3,0,,,,3.33,0.0,1.0,1.0,0.0
547,a,100.0,100.0,4.9,350,217,0,0,-1,1,0.4,266,92,20,2,3.3,119,47,2,70,1.8,202,91,0.4,4.1,1,53089,597,49037,1441,1.3,1.3,0.83,0.24,1.07,5.48,0.2,0.06,0.26,1.32,89.0,141,50,62.2,115,83,29.0,191,111,18.0,157,82,2.0,2.0,,7,,Enzo,Le Fée,E.Le Fée,,2025-09-13T21:30:08.34957+00:00,375,1,0,1,5,0,0,0,0,0,0,4,43,,,,0.0,0.24,1.2,0.96,10.32
579,u,0.0,0.0,8.5,10,5,0,0,0,0,0.1,422,141,0,0,0.0,743,330,0,0,0.0,742,329,0.0,0.0,0,0,0,24223,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743,330,0.0,743,330,0.0,743,330,0.0,743,330,,,,7,,Son,Heung-min,Son,Has joined Los Angeles FC permanently.,2025-08-11T01:22:33.649224+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
657,i,0.0,0.0,4.5,479,65,0,0,0,0,0.0,614,76,0,0,0.0,651,65,0,0,0.0,624,60,0.0,0.0,0,2357,40,4164,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646,65,0.0,640,64,0.0,619,63,0.0,648,65,,,,7,,Leon,Chiwome,Chiwome,Knee injury - Unknown return date,2025-07-21T10:00:05.148649+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
663,a,,,5.2,228,144,0,0,-3,3,0.2,335,112,14,3,2.0,266,125,1,64,2.5,147,64,0.5,2.7,0,8538,473,56681,704,3.0,2.5,0.6,0.26,0.86,4.98,0.15,0.07,0.22,1.26,66.8,185,74,115.6,49,37,58.0,102,63,23.9,96,55,1.0,,,7,,Jhon,Arias,J.Arias,,,357,0,0,1,6,0,0,0,0,0,0,4,43,,,,0.0,0.25,1.51,1.01,10.84
571,a,100.0,100.0,4.3,598,151,0,0,-2,2,0.1,497,182,0,0,0.0,537,213,0,0,0.0,504,206,0.0,0.0,0,2129,132,6914,146,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533,214,0.0,518,213,0.0,486,203,0.0,535,214,,,,7,,Ben,Davies,Davies,,2025-09-24T06:00:06.226008+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
572,i,0.0,0.0,4.5,440,95,0,0,0,0,0.0,720,242,0,0,0.0,621,231,0,0,0.0,594,227,0.0,0.0,0,268,5,414,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616,231,0.0,610,231,0.0,589,228,0.0,618,231,,,,7,,Radu,Drăgușin,Dragusin,Knee injury - Unknown return date,2025-07-21T10:00:05.088977+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
573,a,,,4.5,413,85,0,0,0,0,2.1,128,48,21,0,3.5,106,43,0,75,2.0,177,64,0.4,4.7,0,236367,1306,150100,12999,2.0,2.5,0.18,0.17,0.35,5.68,0.04,0.04,0.08,1.27,50.2,230,91,48.5,146,33,26.0,202,51,12.4,221,77,,,,7,,Djed,Spence,Spence,,,403,0,0,3,2,0,0,0,2,0,0,5,16,,,,0.0,0.67,0.45,1.12,3.57
