id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
1,a,0,0,5.9,94,1.0,0,0.0,4,-4.0,32.2,9,2.0,53,1,4.8,39.0,2.0,3,210,4.3,73.0,6.0,0.7,9.0,0.0,2315073,41292,902071,46172,5.3,5.3,0.0,0.04,0.04,6.17,0.0,0.0,0.0,0.56,159.8,116.0,15.0,10.2,346.0,3.0,0.0,739.0,86.0,17.0,250.0,16.0,,,,11,,David,Raya Martín,Raya,,,990,0,0,7,5,0,0,0,1,0,16,11,96,,,,1.45,0.64,0.45,1.0,0.0,0,9,87
2,a,0,0,4.2,608,38.0,0,0.0,-3,3.0,0.4,246,34.0,0,0,0.0,559.0,75.0,0,0,0.0,487.0,68.0,0.0,0.0,0.0,8108,241,60815,1054,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,76.0,0.0,538.0,62.0,0.0,506.0,49.0,0.0,554.0,76.0,,,,11,,Kepa,Arrizabalaga Revuelta,Arrizabalaga,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
3,u,0,0,4.0,649,58.0,0,0.0,0,0.0,0.3,322,47.0,0,0,0.0,525.0,63.0,0,0,0.0,449.0,56.0,0.0,0.0,0.0,5545,0,40818,595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,64.0,0.0,503.0,50.0,0.0,470.0,37.0,0.0,519.0,64.0,,,,11,,Karl,Hein,Hein,Has joined Werder Bremen on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
6,a,100,100,6.0,87,4.0,0,0.0,0,0.0,11.7,36,12.0,39,1,3.9,87.0,36.0,1,178,2.7,151.0,52.0,0.4,6.5,0.0,790591,31916,1312776,20499,3.7,3.7,0.29,0.23,0.52,4.65,0.04,0.03,0.07,0.58,169.6,105.0,47.0,34.1,250.0,75.0,16.0,296.0,92.0,22.0,212.0,67.0,,,,11,,William,Saliba,Saliba,,,724,0,0,5,3,0,0,0,0,0,0,9,89,,,,0.0,0.62,0.37,1.12,7.09,10,47,32
7,d,75,0,5.8,111,8.0,0,0.0,3,-3.0,15.8,26,10.0,61,1,5.5,16.0,11.0,3,213,4.3,72.0,22.0,0.7,10.5,0.0,2133681,26794,731103,61454,4.0,5.3,2.24,0.25,2.49,4.8,0.24,0.03,0.27,0.5,150.0,131.0,57.0,89.3,125.0,26.0,181.0,34.0,2.0,41.9,73.0,17.0,,,,11,,Riccardo,Calafiori,Calafiori,Hip injury - 75% chance of playing,,856,1,2,7,5,0,0,0,3,0,0,11,89,,,,0.0,0.74,0.53,1.16,4.94,13,34,42
8,a,0,0,6.2,79,2.0,1,-1.0,7,-7.0,26.1,11,4.0,67,1,6.1,6.0,4.0,7,257,4.3,74.0,23.0,0.7,10.8,0.0,3224712,108066,646019,54615,5.3,5.3,2.08,0.64,2.72,5.07,0.21,0.07,0.28,0.52,238.0,42.0,17.0,179.1,44.0,8.0,216.0,25.0,1.0,63.5,22.0,1.0,,,,11,,Jurriën,Timber,J.Timber,,,881,2,2,6,5,0,0,0,2,0,0,10,94,,,,0.0,0.61,0.51,1.02,6.23,34,27,33
9,u,0,0,5.4,174,21.0,0,0.0,-1,1.0,0.1,563,202.0,0,0,0.0,731.0,249.0,0,0,0.0,710.0,245.0,0.0,0.0,0.0,1119,0,10525,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.0,249.0,0.0,730.0,249.0,0.0,725.0,247.0,0.0,731.0,249.0,,,,11,,Jakub,Kiwior,Kiwior,has joined Porto on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
10,a,0,0,5.1,234,35.0,-1,1.0,-4,4.0,1.6,143,55.0,6,0,0.9,434.0,145.0,0,19,0.7,298.0,98.0,0.1,1.2,0.0,52672,1514,359407,4798,1.7,1.7,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.04,9.8,391.0,144.0,7.2,361.0,124.0,4.0,364.0,132.0,2.0,403.0,141.0,,,,11,,Myles,Lewis-Skelly,Lewis-Skelly,,,86,0,0,0,0,0,0,0,1,0,0,0,12,,,,0.0,0.0,0.0,0.0,5.23,1,4,7
11,a,100,100,5.3,195,26.0,0,0.0,-2,2.0,0.4,264,99.0,6,0,6.0,7.0,5.0,0,23,0.0,701.0,242.0,0.0,1.1,0.0,32244,551,93524,1162,1.0,1.0,0.01,0.01,0.02,0.87,0.01,0.01,0.02,1.12,15.4,374.0,139.0,11.3,340.0,119.0,1.0,382.0,137.0,2.8,394.0,138.0,,,,11,,Benjamin,White,White,,,70,0,0,1,0,0,0,0,0,0,0,1,12,,,,0.0,1.29,0.0,1.29,10.29,2,6,4
13,a,0,0,3.8,750,247.0,-1,1.0,-2,2.0,0.4,247,90.0,0,0,0.0,450.0,159.0,0,0,0.0,368.0,126.0,0.0,0.0,0.0,28068,380,51107,1156,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,159.0,0.0,425.0,157.0,0.0,387.0,142.0,0.0,443.0,158.0,,,,11,,Brayden,Clarke,Clarke,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
14,u,0,0,3.9,741,238.0,0,0.0,-1,1.0,0.1,435,159.0,0,0,0.0,491.0,183.0,0,0,0.0,414.0,155.0,0.0,0.0,0.0,10218,0,19854,334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,184.0,0.0,467.0,182.0,0.0,434.0,172.0,0.0,485.0,183.0,,,,11,,Maldini,Kacurri,Kacurri,has joined Morecambe on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
15,a,0,0,3.9,723,223.0,0,0.0,-1,1.0,0.2,369,131.0,0,0,0.0,476.0,171.0,0,0,0.0,398.0,142.0,0.0,0.0,0.0,13204,76,18259,460,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,172.0,0.0,452.0,170.0,0.0,418.0,159.0,0.0,470.0,171.0,,,,11,,Josh,Nichols,Nichols,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
16,a,100,100,10.1,5,3.0,0,0.0,1,-1.0,17.5,21,8.0,45,12,5.0,35.0,10.0,5,152,6.0,28.0,15.0,0.6,4.5,0.0,2289623,80118,2014844,32854,7.0,7.0,2.41,2.26,4.67,4.43,0.32,0.3,0.62,0.59,194.2,81.0,28.0,257.3,17.0,17.0,229.0,18.0,11.0,68.0,16.0,11.0,1.0,4.0,1.0,11,,Bukayo,Saka,Saka,,,681,3,0,5,3,0,0,0,0,0,0,8,57,,,,0.0,0.66,0.4,1.06,7.53,12,4,41
17,d,50,0,7.8,19,13.0,0,0.0,-2,2.0,1.4,157,53.0,13,0,2.2,253.0,118.0,0,47,0.0,746.0,331.0,0.0,1.7,0.0,133307,145,413794,2500,0.5,0.0,0.14,0.81,0.95,2.36,0.06,0.36,0.42,1.06,43.0,310.0,141.0,65.0,171.0,116.0,22.0,280.0,152.0,13.0,284.0,141.0,3.0,2.0,3.0,11,,Martin,Ødegaard,Ødegaard,Knee injury - 50% chance of playing,,201,0,1,1,1,0,0,0,0,0,0,4,19,,,,0.0,0.45,0.45,1.79,8.51,3,6,10
18,d,50,0,6.8,44,28.0,0,0.0,-2,2.0,0.6,227,78.0,10,0,2.0,284.0,129.0,0,39,0.0,740.0,329.0,0.0,1.5,0.0,149035,68,226635,1212,0.5,0.0,0.29,0.86,1.15,2.04,0.09,0.25,0.34,0.6,30.2,335.0,152.0,111.7,94.0,71.0,105.0,87.0,51.0,24.6,190.0,102.0,,,,11,,Noni,Madueke,Madueke,Knee injury - 50% chance of playing,,304,0,0,2,2,0,0,0,0,0,0,4,14,,,,0.0,0.59,0.59,1.18,4.14,3,1,10
19,d,50,25,6.8,45,29.0,0,0.0,-2,2.0,0.8,194,67.0,16,0,2.0,285.0,130.0,1,56,0.3,363.0,177.0,0.0,2.4,0.0,91451,59,174692,5565,0.7,0.3,0.75,0.08,0.83,1.97,0.32,0.03,0.35,0.83,51.0,294.0,133.0,30.6,266.0,157.0,93.0,105.0,65.0,17.5,247.0,123.0,,,,11,,Gabriel,Martinelli Silva,Martinelli,Muscle injury - 50% chance of playing,,214,1,0,1,0,0,0,0,0,0,0,2,16,,,,0.0,0.42,0.0,0.84,6.73,3,3,10
20,a,100,100,6.9,37,22.0,0,0.0,-1,1.0,0.9,191,65.0,40,9,4.4,58.0,24.0,4,137,6.0,26.0,14.0,0.9,5.8,0.0,92877,24082,41244,3740,7.0,7.0,1.92,1.15,3.07,3.61,0.27,0.16,0.43,0.51,147.0,136.0,51.0,157.0,57.0,44.0,174.0,41.0,23.0,47.8,49.0,34.0,,,4.0,11,,Leandro,Trossard,Trossard,,,642,2,2,4,4,0,0,0,0,0,0,7,31,,,,0.0,0.56,0.56,0.98,4.35,4,6,21
