id,first_name,second_name,web_name,status,news,now_cost,selected_by_percent,form,event_points,cost_change_event,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index
10,Myles,Lewis-Skelly,Lewis-Skelly,a,,5.3,2.1,0.3,0,0,1787,17268,0.1,0.4,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,10268,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Ben,Winterburn,Winterburn,u,has joined Barnet on loan for the rest of the season.,4.5,0.1,0.0,0,0,0,599,0.0,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Michael,Kayode,Kayode,a,,4.5,0.4,1.3,1,0,974,2814,0.3,3.3,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,1650,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Ethan,Pinnock,Pinnock,a,,4.4,0.1,0.0,-1,0,505,837,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,524,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Enock,Agyei,Boateng,a,,4.9,0.0,0.0,0,0,87,251,0.0,0.0,-1.0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,140,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Mads,Roerslev Rasmussen,Roerslev,u,Has joined Southampton permanently.,4.5,0.0,0.0,0,0,0,100,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Marcus,Edwards,Edwards,a,,4.8,0.1,0.0,0,0,674,720,0.0,0.2,-1.0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,398,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Kim,Ji-soo,Ji-soo,u,has joined Kaiserslautern on loan for the rest of the season.,3.9,0.2,0.0,0,0,2214,1569,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1162,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Kevin,Schade,Schade,a,,7.0,0.4,3.0,2,0,5149,5183,0.4,1.9,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3227,2951,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Jordan,Henderson,Henderson,a,,5.0,0.3,3.7,2,0,3617,3072,0.7,3.0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,1820,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
