id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90
203,a,,,4.9,365,230,0,0,-1,1,0.0,586,227,0,0,0.0,685,293,0,0,0.0,671,286,0.0,0.0,0,992,55,3607,107,-0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684,291,0.0,681,294,0.0,666,288,0.0,686,293,,,,6,,Enock,Agyei,Boateng,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
206,a,,,4.8,373,235,0,0,-2,2,0.1,545,198,1,0,1.0,351,165,0,3,0.0,639,266,0.0,0.2,0,3012,113,7821,251,-0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659,276,0.0,652,277,0.0,632,267,0.0,661,278,4.0,,,6,,Marcus,Edwards,Edwards,,,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
33,a,,,4.4,506,29,-1,1,-1,1,0.6,223,30,7,0,3.5,105,10,0,22,0.0,504,74,0.0,1.6,0,73272,435,77561,2209,0.5,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,2.05,25.4,284,24,0.0,519,63,0.0,489,53,2.6,359,24,,,,6,,Marco,Bizot,M.Bizot,,,180,0,0,1,3,0,0,0,1,0,4,2,0,,,,2.0,0.5,1.5,1.0,0.0
314,a,,,5.0,243,7,0,0,0,0,1.5,151,20,18,1,3.0,148,15,1,77,3.3,93,8,0.7,3.6,0,48539,997,66680,3117,3.3,3.3,0.0,0.0,0.0,8.25,0.0,0.0,0.0,1.38,128.4,53,9,0.0,686,80,0.0,671,75,12.8,183,10,,,,6,,Bernd,Leno,Leno,,,540,0,0,1,8,0,0,0,1,0,16,6,0,,,,2.67,0.17,1.33,1.0,0.0
481,a,,,3.9,730,234,0,0,-1,1,0.7,207,77,0,0,0.0,433,158,0,0,0.0,394,145,0.0,0.0,0,20967,1464,41395,1690,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431,162,0.0,412,158,0.0,378,148,0.0,432,161,,,,6,,Alex,Murphy,A.Murphy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
605,a,,,4.4,523,126,0,0,-1,1,0.2,380,139,9,0,1.8,260,93,0,20,2.2,160,62,0.5,2.0,0,6297,171,20427,440,1.7,2.2,0.39,0.03,0.42,7.75,0.08,0.01,0.09,1.55,99.8,89,38,18.1,250,83,14.0,250,75,13.1,174,57,,,,6,,Maximilian,Kilman,Kilman,,,450,0,0,1,13,0,0,0,2,0,0,5,42,,,,0.0,0.2,2.6,1.0,8.4
210,a,,,4.9,349,218,0,0,-1,1,0.0,607,244,12,2,2.0,246,114,0,37,2.3,153,64,0.5,2.4,0,1808,160,1872,88,1.8,1.3,0.32,0.15,0.47,4.64,0.11,0.05,0.16,1.66,18.6,311,143,27.4,193,126,33.0,157,94,8.0,264,130,,,,6,,Loum,Tchaouna,Tchaouna,,,251,0,1,1,4,0,0,0,1,0,0,3,15,,,,0.0,0.36,1.43,1.08,5.38
45,a,,,4.0,677,189,0,0,0,0,0.3,299,110,0,0,0.0,500,187,0,0,0.0,463,176,0.0,0.0,0,10555,489,16255,665,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497,190,0.0,483,189,0.0,450,180,0.0,499,190,,,,6,,Lino,da Cruz Sousa,Sousa,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
27,d,75.0,75.0,4.9,316,199,0,0,-1,1,0.1,456,152,0,0,0.0,667,282,0,0,0.0,649,273,0.0,0.0,0,6175,22,11124,599,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666,280,0.0,661,281,0.0,644,274,0.0,668,282,,,,6,,Reiss,Nelson,Nelson,Illness - 75% chance of playing,2025-09-26T15:00:07.96436+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
60,a,,,4.5,479,284,0,0,0,0,0.3,295,98,0,0,0.0,644,267,0,0,0.0,620,252,0.0,0.0,0,20202,1324,22166,1097,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639,261,0.0,633,263,0.0,612,252,0.0,641,263,,,,6,,Ben,Broggio,Broggio,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
581,i,0.0,0.0,6.9,42,27,0,0,-1,1,0.1,423,139,0,0,0.0,736,326,0,0,0.0,734,326,0.0,0.0,0,592,32,20803,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737,326,0.0,737,326,0.0,737,326,0.0,737,326,4.0,1.0,,6,,James,Maddison,Maddison,Anterior cruciate ligament - Unknown return date,2025-08-08T13:57:59.638052+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
63,a,,,4.4,575,317,0,0,-1,1,0.6,219,74,0,0,0.0,571,217,0,0,0.0,546,201,0.0,0.0,0,34517,4137,46868,2154,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568,211,0.0,558,213,0.0,531,201,0.0,570,213,,,,6,,Kadan,Young,Young,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
585,a,,,5.4,175,109,0,0,-1,1,0.1,413,136,10,2,2.0,251,118,0,62,1.3,228,105,0.2,1.9,0,6132,233,12920,406,1.8,1.3,0.06,0.36,0.42,5.08,0.02,0.1,0.12,1.43,47.0,213,90,48.8,119,85,19.0,218,124,11.5,200,102,,,,6,,Rodrigo,Bentancur,Bentancur,,,320,0,0,1,4,0,0,0,0,0,0,4,42,,,,0.0,0.28,1.12,1.12,11.81
586,a,,,5.4,198,124,0,0,-1,1,0.7,202,67,21,1,3.5,111,44,0,72,5.3,29,11,1.0,3.9,1,85194,4205,26940,3641,5.8,5.3,0.59,0.23,0.82,4.31,0.15,0.06,0.21,1.07,86.6,116,40,40.0,151,102,93.0,46,26,22.0,80,48,,,,6,,Lucas,Bergvall,Bergvall,,,363,1,1,2,3,0,0,0,1,0,0,4,34,,,,0.0,0.5,0.74,0.99,8.43
702,a,,,4.5,499,298,0,0,0,0,0.1,507,175,1,0,1.0,350,164,0,3,0.2,366,179,0.0,0.2,0,6338,195,3770,229,0.7,0.2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,5.06,0.0,654,273,0.3,384,195,0.0,627,264,0.0,656,275,,,,6,,Bradley,Burrowes,Burrowes,,,16,0,0,0,1,0,0,0,0,0,0,0,1,,,,0.0,0.0,5.62,0.0,5.62
138,a,,,4.4,503,28,0,0,-1,1,0.3,301,43,0,0,0.0,532,75,0,0,0.0,501,73,0.0,0.0,0,4318,194,22691,698,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,75,0.0,517,62,0.0,487,52,0.0,532,75,,,,6,,Jason,Steele,Steele,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
140,a,,,4.0,630,55,0,0,0,0,0.4,286,39,0,0,0.0,463,44,0,0,0.0,425,42,0.0,0.0,0,8431,270,12221,591,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461,44,0.0,445,30,0.0,411,20,0.0,462,44,,,,6,,Tom,McGill,McGill,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
152,a,,,4.4,513,117,0,0,-1,1,0.2,371,135,7,0,1.8,259,92,0,28,1.8,189,71,0.4,1.6,0,6760,286,13711,514,1.8,1.3,0.0,0.01,0.01,5.82,0.0,0.0,0.0,1.62,68.2,153,68,19.9,238,78,6.0,301,103,9.5,238,83,,,,6,,Joël,Veltman,Veltman,,,324,0,0,0,6,0,0,0,2,0,0,4,36,,,,0.0,0.0,1.67,1.11,10.0
168,a,100.0,0.0,4.8,382,239,0,0,-2,2,0.1,463,154,1,0,1.0,354,168,0,4,0.2,369,181,0.0,0.2,0,5995,214,16817,458,-0.3,0.0,0.0,0.09,0.09,0.55,0.0,0.18,0.18,1.1,5.6,370,174,25.1,207,130,8.0,280,149,3.9,336,163,,,,6,,Facundo,Buonanotte,Buonanotte,,2025-09-21T22:30:05.997985+00:00,45,0,0,0,1,0,0,0,0,0,0,1,3,,,,0.0,0.0,2.0,2.0,6.0
67,a,,,4.5,429,25,0,0,0,0,5.6,66,12,24,3,4.0,81,8,0,100,3.7,77,6,0.8,5.3,0,469111,15653,191743,8422,3.7,4.2,0.0,0.0,0.0,5.46,0.0,0.0,0.0,0.91,135.8,38,6,0.0,596,73,0.0,574,66,13.6,168,7,,,,6,,Đorđe,Petrović,Petrović,,,540,0,0,3,7,0,0,0,1,0,16,6,0,,,,2.67,0.5,1.17,1.0,0.0
555,u,0.0,0.0,4.5,401,244,0,0,0,0,0.1,576,218,0,0,0.0,594,231,0,0,0.0,569,215,0.0,0.0,0,1291,0,7628,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591,225,0.0,582,227,0.0,557,215,0.0,593,227,,,,6,,Alan,Browne,Browne,has joined Middlesbrough on loan for the rest of the season.,2025-09-02T13:31:41.354124+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
130,a,,,4.5,487,289,0,0,0,0,0.1,467,155,0,0,0.0,651,272,0,0,0.0,627,257,0.0,0.0,0,5421,448,7495,350,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646,266,0.0,640,268,0.0,619,257,0.0,648,268,,,,6,,Romelle,Donovan,Donovan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
387,a,,,6.5,56,39,0,0,0,0,3.9,93,32,26,5,4.3,69,27,4,127,5.5,26,10,0.8,4.0,1,375438,18413,220223,14518,6.0,6.5,0.44,0.64,1.08,6.87,0.07,0.11,0.18,1.14,129.4,50,16,157.0,12,12,78.0,55,32,36.5,16,12,5.0,2.0,,6,,Dominik,Szoboszlai,Szoboszlai,,,540,1,0,2,7,0,0,0,1,0,0,6,69,,,,0.0,0.33,1.17,1.0,11.5
429,a,,,4.9,308,191,0,0,-1,1,0.1,537,194,0,0,0.0,665,280,0,0,0.0,645,269,0.0,0.0,0,1912,101,4508,206,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664,278,0.0,659,279,0.0,640,270,0.0,666,280,,,,6,,Kalvin,Phillips,Phillips,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
405,a,,,5.4,171,19,0,0,-1,1,0.7,208,78,4,1,1.0,380,130,0,16,0.8,293,99,0.1,0.7,0,18810,805,43230,1587,1.3,1.8,0.19,0.15,0.34,1.35,0.15,0.12,0.27,1.09,19.6,306,116,21.1,227,72,9.0,275,91,5.0,311,105,,,,6,,Nathan,Aké,Aké,,,111,0,0,0,3,0,0,0,0,0,0,0,7,,,,0.0,0.0,2.43,0.0,5.68
3,u,0.0,0.0,4.0,656,67,0,0,0,0,0.4,285,38,0,0,0.0,484,56,0,0,0.0,447,54,0.0,0.0,0,5545,0,30459,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481,56,0.0,467,42,0.0,433,32,0.0,483,56,,,,6,,Karl,Hein,Hein,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
543,a,,,5.3,224,139,0,0,-2,2,0.8,191,64,12,1,2.4,207,93,0,32,1.3,225,102,0.2,2.3,0,69887,639,155748,4736,0.8,0.8,0.14,0.2,0.34,1.82,0.05,0.08,0.13,0.7,20.4,303,139,59.7,93,66,8.0,284,153,8.8,250,121,,,,6,,Simon,Adingra,Adingra,,,235,0,1,2,2,0,0,0,1,0,0,3,14,,,,0.0,0.77,0.77,1.15,5.36
6,a,100.0,100.0,6.0,87,4,0,0,0,0,12.4,32,12,19,1,3.8,95,41,1,80,1.0,281,97,0.2,3.2,0,552990,19910,971007,24188,1.5,1.0,0.13,0.1,0.23,2.77,0.04,0.03,0.07,0.78,82.2,122,53,17.0,255,84,8.0,287,94,10.8,217,73,,,,6,,William,Saliba,Saliba,,2025-09-01T10:30:07.602868+00:00,319,0,0,2,1,0,0,0,0,0,0,4,33,,,,0.0,0.56,0.28,1.13,9.31
545,u,0.0,0.0,5.4,170,106,0,0,-1,1,0.0,662,280,1,0,1.0,379,186,0,4,0.0,702,306,0.0,0.2,0,462,0,3602,54,0.0,0.0,0.03,0.02,0.05,0.66,0.1,0.07,0.17,2.2,1.8,400,189,7.3,317,170,5.0,317,168,1.4,377,180,4.0,,2.0,6,,Patrick,Roberts,Roberts,has joined Birmingham City on loan for the rest of the season.,2025-09-02T13:33:32.438579+00:00,27,0,0,0,1,0,0,0,0,0,0,0,1,,,,0.0,0.0,3.33,0.0,3.33
476,a,,,5.0,242,38,0,0,0,0,6.3,57,21,32,0,5.3,29,15,2,102,5.2,32,16,1.0,6.4,0,438460,39102,183227,10837,5.7,5.2,0.05,0.12,0.17,4.7,0.01,0.02,0.03,0.78,104.6,81,34,18.6,247,81,31.0,169,40,15.5,147,47,,,,6,,Dan,Burn,Burn,,,540,0,0,4,5,0,0,0,2,0,0,6,54,,,,0.0,0.67,0.83,1.0,9.0
240,u,0.0,0.0,5.9,101,69,0,0,-1,1,0.1,478,160,0,0,0.0,728,322,0,0,0.0,723,321,0.0,0.0,0,2668,0,21931,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,322,0.0,729,322,0.0,729,322,0.0,729,322,,,2.0,6,,Christopher,Nkunku,Nkunku,has joined AC Milan permanently.,2025-09-02T11:35:16.323578+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
228,a,,,4.9,351,61,0,0,-1,1,1.3,165,61,10,0,2.0,247,89,0,34,0.3,342,119,0.1,2.0,0,47701,995,112544,6313,-0.2,0.8,0.02,0.08,0.1,3.81,0.01,0.03,0.04,1.54,27.6,278,107,23.1,216,64,11.0,268,86,6.1,295,99,,,,6,,Malo,Gusto,Gusto,,,222,0,0,1,4,0,0,0,0,0,0,2,12,,,,0.0,0.41,1.62,0.81,4.86
444,a,,,4.5,461,101,0,0,0,0,2.1,129,49,14,1,2.3,216,80,1,30,1.0,256,93,0.2,3.1,0,154013,1183,144839,8646,1.5,1.0,0.27,0.04,0.31,6.24,0.07,0.01,0.08,1.54,50.8,199,82,20.3,231,74,15.0,241,69,8.5,254,89,,,,6,,Leny,Yoro,Yoro,,,365,0,1,0,8,0,0,0,0,0,0,4,29,,,,0.0,0.0,1.97,0.99,7.15
