player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
29,26-27-champions-league-club-brugge-vs-aston-villa-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0,,,,,,,
46,26-27-champions-league-club-brugge-vs-aston-villa-2026-09-08,22.0,0.0,0.0,,,,,,,0.0,18.0,9.0,90.0,0.0,2.0,,,,,3.0,0.0,4.0,0.0,0.0,,0.0,4.0,2.0,4.0,67.0,0.0,,1.0,0.0,,,,,,,,2.0,,,,,,,,,68,90,0,0.0,0,,,,,,,
37,26-27-champions-league-club-brugge-vs-aston-villa-2026-09-08,90.0,0.0,0.0,,,,,,,0.0,50.0,37.0,92.0,0.0,4.0,,,3.0,50.0,0.0,0.0,1.0,0.0,8.0,,0.0,1.0,3.0,0.0,0.0,1.0,50.0,,2.0,,,,,,,,0.0,,,,,,,,,0,90,2,0.0,0,,,,,,,
41,26-27-champions-league-club-brugge-vs-aston-villa-2026-09-08,68.0,1.0,0.0,5.0,0.95,0.01,2.0,,,3.0,28.0,11.0,69.0,0.0,,,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,4.0,2.0,3.0,75.0,1.0,50.0,3.0,1.0,,,,,,,,1.0,,,,,,,0.4,,0,68,2,0.0,0,,,,,,,
611,26-27-champions-league-club-brugge-vs-aston-villa-2026-09-08,68.0,0.0,0.0,,,0.13,,,,0.0,47.0,23.0,92.0,1.0,4.0,1.0,25.0,1.0,33.0,3.0,1.0,2.0,0.0,6.0,2.0,1.0,4.0,1.0,4.0,80.0,0.0,,,1.0,,,,,,,,0.0,,,,,,,,,0,68,2,0.0,0,,,,,,,
166,26-27-champions-league-club-brugge-vs-aston-villa-2026-09-08,81.0,1.0,0.0,3.0,1.17,0.15,2.0,,,4.0,39.0,18.0,82.0,3.0,2.0,,,2.0,100.0,0.0,1.0,4.0,0.0,0.0,,1.0,3.0,8.0,3.0,33.0,0.0,0.0,1.0,0.0,,,,,,,,3.0,,,,,,,1.29,,0,81,2,0.0,0,,,,,,,
51,26-27-champions-league-club-brugge-vs-aston-villa-2026-09-08,90.0,0.0,0.0,4.0,0.58,0.01,1.0,,,7.0,35.0,11.0,73.0,1.0,2.0,,,,,1.0,0.0,3.0,0.0,1.0,,1.0,7.0,6.0,6.0,50.0,1.0,100.0,4.0,2.0,,,,,,,,1.0,,,,,,,0.7,,0,90,2,0.0,0,,,,,,,
52,26-27-champions-league-club-brugge-vs-aston-villa-2026-09-08,22.0,0.0,0.0,2.0,0.1,,0.0,,,2.0,18.0,5.0,71.0,0.0,,,,,,2.0,1.0,2.0,0.0,0.0,,0.0,3.0,3.0,3.0,60.0,0.0,0.0,1.0,0.0,,,,,,,,2.0,,,,,,,,,68,90,0,0.0,0,,,,,,,
33,26-27-champions-league-club-brugge-vs-aston-villa-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0,,,,,,,
596,26-27-champions-league-club-brugge-vs-aston-villa-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0,,,,,,,
