id,first_name,second_name,web_name,status,news,now_cost,selected_by_percent,form,event_points,cost_change_event,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index
210,Loum,Tchaouna,Tchaouna,a,,4.9,0.0,2.3,3,0,364,122,0.5,1.6,1.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Mike,Trésor Ndayishimiye,Trésor,a,,4.5,0.1,0.0,0,0,273,312,0.0,0.0,-0.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,116,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Julio,Soler Barreto,Soler,a,,4.0,0.3,0.3,1,0,600,732,0.1,0.2,-0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,301,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Benjamin,Arthur,Arthur,a,,4.0,0.3,0.0,0,0,370,933,0.0,0.0,0.0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,378,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Iwan,Morgan,Morgan,a,,4.4,0.4,0.0,0,0,3148,1911,0.0,0.0,0.0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,741,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Carlos,Baleba,Baleba,a,,4.9,3.1,0.7,0,0,3425,27073,0.1,1.0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219,9502,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Jacob,Slater,Slater,a,,4.0,0.2,0.0,0,0,224,567,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,217,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Reece,James,James,a,,5.5,4.7,1.0,1,0,6743,32365,0.2,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2170,12001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Tosin,Adarabioyo,Tosin,a,,4.5,1.2,3.7,1,0,3069,5088,0.8,2.4,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,1847,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,Alejandro,Garnacho Ferreyra,Garnacho,a,,6.4,0.3,0.3,1,0,3430,2449,0.0,0.2,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,849,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,Borna,Sosa,Sosa,a,,4.9,0.1,0.0,0,-1,278,749,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,268,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Roman,Dixon,Dixon,a,,4.0,0.2,0.0,0,0,273,744,0.0,0.0,-1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,270,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,Coby,Ebere,Ebere,a,,4.5,0.0,0.0,0,0,158,202,0.0,0.0,-1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
