id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90
703,a,,,4.0,704,83,0,0,0,0,0.3,325,48,0,0,0.0,504,69,0,0,0.0,492,68,0.0,0.0,0,16330,187,4719,121,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488,67,0.0,475,52,0.0,432,45,0.0,492,67,,,,5,,Sam,Proctor,Proctor,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
267,i,0.0,0.0,6.5,57,39,0,0,0,0,2.8,103,35,18,0,6.0,28,8,1,52,3.8,70,27,0.6,2.8,0,442022,459,669765,9580,0.0,0.0,2.0,0.05,2.05,3.66,0.67,0.02,0.69,1.22,83.4,55,19,20.6,177,115,57.0,55,33,16.2,66,42,,,,5,,Ismaïla,Sarr,Sarr,Muscle injury - Expected back 27 Sep,2025-09-01T10:30:08.125928+00:00,270,2,0,2,1,0,0,0,1,0,0,3,19,,,,0.0,0.67,0.33,1.0,6.33
268,i,0.0,0.0,4.9,348,217,0,0,-1,1,0.0,728,320,0,0,0.0,673,283,0,0,0.0,668,280,0.0,0.0,0,132,1,325,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665,278,0.0,659,279,0.0,635,271,0.0,667,280,,,,5,,Cheick,Doucouré,Doucouré,Knee injury - Unknown return date,2025-07-21T10:00:04.882113+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
271,a,100.0,100.0,5.0,261,158,0,0,0,0,0.1,435,146,11,2,3.7,113,44,0,60,2.8,120,48,0.6,2.2,0,19184,163,7648,309,1.8,2.8,0.3,0.61,0.91,2.17,0.1,0.21,0.31,0.74,19.6,259,118,25.5,145,98,20.0,159,96,6.5,223,111,5.0,,,5,,Daichi,Kamada,Kamada,,2025-08-10T22:30:04.831701+00:00,265,0,1,2,1,0,0,0,0,0,0,3,17,,,,0.0,0.68,0.34,1.02,5.77
283,a,,,7.6,22,9,0,0,1,-1,12.0,36,8,16,6,3.2,149,15,0,68,3.8,73,9,0.5,2.1,0,915857,5854,559276,19483,2.8,3.8,2.44,0.34,2.78,4.43,0.5,0.07,0.57,0.9,65.4,98,10,6.3,282,29,110.0,9,6,18.2,50,10,,,2.0,5,,Jean-Philippe,Mateta,Mateta,,,441,2,0,3,2,0,0,0,2,0,0,5,31,,,,0.0,0.61,0.41,1.02,6.33
103,a,,,4.0,681,78,0,0,0,0,0.1,409,60,0,0,0.0,484,64,0,0,0.0,472,63,0.0,0.0,0,2554,55,3673,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468,62,0.0,455,47,0.0,411,40,0.0,472,62,,,,5,,Matthew,Cox,Cox,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
162,a,,,5.4,206,128,0,0,-1,1,0.1,496,170,13,2,2.6,188,82,2,34,3.0,106,42,0.6,2.4,0,8823,97,5698,130,2.5,3.0,1.2,0.02,1.22,1.96,0.86,0.01,0.87,1.4,40.0,166,64,11.4,242,141,45.0,67,42,9.6,158,78,2.0,6.0,,5,,Brajan,Gruda,Gruda,,,126,1,0,0,2,0,0,0,0,0,0,1,12,,,,0.0,0.0,1.43,0.71,8.57
210,a,,,4.9,355,222,0,0,-1,1,0.0,613,250,10,2,2.0,238,108,0,31,2.2,151,62,0.4,2.0,0,1242,42,1418,35,1.2,1.7,0.29,0.15,0.44,3.56,0.14,0.07,0.21,1.69,11.6,302,143,17.4,194,124,20.0,156,93,5.0,263,130,,,,5,,Loum,Tchaouna,Tchaouna,,,190,0,1,1,2,0,0,0,1,0,0,2,11,,,,0.0,0.47,0.95,0.95,5.21
712,a,100.0,100.0,6.0,91,61,0,0,0,0,0.2,347,118,5,1,1.7,268,132,0,15,1.7,212,98,0.3,0.8,0,34224,165,9273,1017,0.7,1.7,0.86,0.3,1.16,0.86,0.53,0.18,0.71,0.53,3.6,357,173,26.8,137,93,12.0,216,125,4.0,281,141,,,,5,,Yéremy,Pino Santos,Yeremy,,2025-09-03T11:30:06.161431+00:00,147,0,0,1,0,0,0,0,0,0,0,2,11,,,,0.0,0.61,0.0,1.22,6.73
299,a,100.0,100.0,6.5,59,41,0,0,0,0,8.4,51,15,28,6,5.6,38,11,0,108,6.5,9,4,1.0,4.3,0,314502,24536,579403,4231,6.5,5.5,1.31,0.42,1.73,6.1,0.28,0.09,0.37,1.31,110.6,18,10,65.0,55,43,79.0,27,15,25.5,16,12,,,1.0,5,,Iliman,Ndiaye,Ndiaye,,2025-09-12T16:00:08.836455+00:00,418,2,1,2,5,0,0,0,1,0,0,5,51,,,,0.0,0.43,1.08,1.08,10.98
214,a,,,4.4,550,305,0,0,-1,1,0.1,544,196,0,0,0.0,539,197,0,0,0.0,528,190,0.0,0.0,0,2255,189,4087,67,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524,186,0.0,511,189,0.0,472,176,0.0,528,189,,,,5,,Mike,Trésor Ndayishimiye,Trésor,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
300,a,,,5.7,123,82,0,0,-3,3,0.2,393,132,1,0,1.0,380,184,0,2,0.2,386,185,0.0,0.2,0,3830,60,31184,252,0.2,-0.8,0.24,0.0,0.24,0.95,1.14,0.0,1.14,4.5,0.0,723,317,11.3,246,142,8.0,243,137,1.8,340,167,1.0,,,5,,Dwight,McNeil,McNeil,,,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
