id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90
298,a,,,3.9,720,225,0,0,-1,1,0.1,400,149,0,0,0.0,429,155,0,0,0.0,381,139,0.0,0.0,0,3800,11,7767,38,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427,157,0.0,408,153,0.0,372,142,0.0,427,156,,,,7,,Reece,Welch,Welch,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
571,a,100.0,100.0,4.3,597,151,0,0,-2,2,0.1,500,183,0,0,0.0,531,211,0,0,0.0,488,200,0.0,0.0,0,2019,22,6790,22,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,213,0.0,516,212,0.0,482,203,0.0,530,213,,,,7,,Ben,Davies,Davies,,2025-09-24T06:00:06.226008+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
572,i,0.0,0.0,4.5,440,95,0,0,0,0,0.0,719,242,0,0,0.0,617,229,0,0,0.0,585,225,0.0,0.0,0,267,4,410,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615,231,0.0,609,231,0.0,586,228,0.0,616,231,,,,7,,Radu,Drăgușin,Dragusin,Knee injury - Unknown return date,2025-07-21T10:00:05.088977+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
573,a,,,4.5,413,85,0,0,0,0,2.2,126,47,21,0,3.5,104,43,0,75,2.0,135,50,0.4,4.7,0,235384,323,137871,770,2.0,2.5,0.18,0.17,0.35,5.68,0.04,0.04,0.08,1.27,50.2,206,84,48.5,125,27,26.0,187,46,12.4,196,66,,,,7,,Djed,Spence,Spence,,,403,0,0,3,2,0,0,0,2,0,0,5,16,,,,0.0,0.67,0.45,1.12,3.57
637,d,75.0,75.0,4.4,564,146,0,0,-1,1,0.1,446,169,5,0,0.8,404,133,0,15,1.0,223,81,0.2,1.1,0,3222,2,9673,91,1.1,0.8,0.04,0.03,0.07,7.21,0.01,0.01,0.02,1.66,74.6,142,63,26.5,203,58,27.0,184,45,12.8,190,64,,,,7,,Toti,Gomes,Toti,Illness - 75% chance of playing,2025-10-03T14:00:09.220271+00:00,390,0,0,0,13,0,0,0,0,1,0,5,27,,,,0.0,0.0,3.0,1.15,6.23
218,a,,,4.4,498,68,0,0,-1,1,1.5,151,23,0,0,0.0,536,48,0,0,0.0,497,42,0.0,0.0,0,69442,266,170819,558,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534,48,0.0,521,47,0.0,489,46,0.0,535,48,,,1.0,7,,Ashley,Barnes,Barnes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
422,a,100.0,100.0,5.9,95,63,0,0,-1,1,0.0,668,282,0,0,0.0,727,321,0,0,0.0,721,318,0.0,0.0,0,781,36,930,15,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728,321,0.0,728,321,0.0,728,321,0.0,728,321,,,,7,,Mateo,Kovačić,Kovačić,,2025-07-21T10:00:04.940328+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
408,a,,,5.5,141,16,0,0,0,0,4.3,86,33,18,0,3.0,153,60,0,73,2.5,107,38,0.5,3.3,0,229446,1102,201220,1018,3.0,3.0,0.0,0.13,0.13,5.66,0.0,0.03,0.03,1.12,84.8,123,52,9.5,311,105,2.0,353,127,9.7,242,84,,,,7,,Rúben,dos Santos Gato Alves Dias,Rúben,,,455,0,0,2,5,0,0,0,0,0,0,5,31,,,,0.0,0.4,0.99,0.99,6.13
178,a,,,6.3,70,22,0,0,-2,2,2.4,121,18,17,0,2.8,176,18,3,59,3.5,53,6,0.6,2.7,1,150583,2278,379239,836,3.0,3.5,2.44,0.35,2.79,5.19,0.8,0.11,0.91,1.7,70.8,151,13,24.5,218,17,102.0,40,17,19.5,113,18,,1.0,1.0,7,,Danny,Welbeck,Welbeck,,,275,2,0,0,7,0,0,1,1,0,0,3,10,,,,0.0,0.0,2.29,0.98,3.27
281,a,,,4.5,450,266,0,0,0,0,0.0,589,229,0,0,0.0,624,253,0,0,0.0,592,233,0.0,0.0,0,1892,20,2835,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621,249,0.0,615,250,0.0,592,239,0.0,622,250,,,,7,,Kaden,Rodney,Rodney,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
