id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
10,a,,,5.1,239,37.0,0,0.0,-4,4.0,1.7,144,54.0,8,1,0.8,448.0,153.0,0,20,0.5,326.0,114.0,0.1,1.6,0.0,74728,16179,378326,4216,1.5,1.5,0.0,0.02,0.02,2.27,0.0,0.01,0.01,1.5,11.4,404.0,149.0,9.4,373.0,127.0,4.0,383.0,139.0,2.4,419.0,149.0,,,,15,,Myles,Lewis-Skelly,Lewis-Skelly,,,136,0,0,0,2,0,0,0,2,0,0,0,15,,,,0.0,0.0,1.32,0.0,5.29,2,6,10
16,a,100.0,100.0,10.2,5,3.0,1,-1.0,2,-2.0,20.0,19,6.0,64,4,4.9,24.0,10.0,5,229,4.8,50.0,24.0,0.5,6.3,0.0,2940935,263164,2384803,69830,5.8,5.8,3.89,3.25,7.14,6.68,0.36,0.3,0.66,0.62,284.2,71.0,21.0,349.3,17.0,17.0,347.0,10.0,5.0,98.1,13.0,11.0,2.0,,1.0,15,,Bukayo,Saka,Saka,,,968,4,2,5,6,0,0,0,1,0,0,11,85,,,,0.0,0.46,0.56,1.02,7.9,18,7,60
17,a,100.0,100.0,7.8,18,12.0,0,0.0,-2,2.0,1.6,146,50.0,19,2,2.1,276.0,125.0,0,86,1.5,243.0,114.0,0.2,2.4,0.0,163719,17655,422266,2688,2.5,2.5,0.3,1.08,1.38,5.14,0.07,0.23,0.3,1.12,88.2,269.0,117.0,154.0,92.0,67.0,55.0,234.0,131.0,29.7,224.0,112.0,4.0,,3.0,15,,Martin,Ødegaard,Ødegaard,,,414,0,1,2,3,0,0,0,0,0,0,6,38,,,,0.0,0.43,0.65,1.3,8.26,7,8,23
18,a,100.0,100.0,6.8,45,28.0,0,0.0,-2,2.0,0.7,213,71.0,16,1,1.8,313.0,144.0,0,54,1.5,240.0,112.0,0.2,2.4,0.0,168377,9702,233201,2179,2.5,2.5,0.47,0.97,1.44,3.44,0.1,0.21,0.31,0.74,42.6,342.0,156.0,118.2,135.0,96.0,155.0,79.0,48.0,31.5,208.0,105.0,3.0,,,15,,Noni,Madueke,Madueke,,,420,0,0,3,3,0,0,0,0,0,0,5,20,,,,0.0,0.64,0.64,1.07,4.29,5,4,11
19,a,100.0,100.0,6.8,46,29.0,0,0.0,-2,2.0,0.9,196,66.0,21,1,1.9,296.0,134.0,1,65,1.2,268.0,127.0,0.2,3.1,0.0,108026,5416,186609,2995,2.2,2.2,0.95,0.11,1.06,3.56,0.26,0.03,0.29,0.96,58.0,317.0,145.0,45.8,264.0,156.0,110.0,127.0,75.0,21.5,269.0,132.0,,,,15,,Gabriel,Martinelli Silva,Martinelli,,,334,1,0,2,2,0,0,0,0,0,0,4,19,,,,0.0,0.54,0.54,1.08,5.12,3,4,12
20,d,75.0,75.0,6.9,40,24.0,0,0.0,-1,1.0,0.8,200,67.0,58,6,5.3,17.0,8.0,6,199,4.5,60.0,29.0,0.7,8.4,0.0,169372,20601,126141,9630,4.1,4.1,2.6,1.24,3.84,4.16,0.31,0.15,0.46,0.49,242.2,111.0,41.0,183.4,71.0,51.0,261.0,31.0,18.0,68.7,40.0,30.0,,,4.0,15,,Leandro,Trossard,Trossard,Knock - 75% chance of playing,,759,4,3,4,5,0,0,0,0,0,0,8,40,,,,0.0,0.47,0.59,0.95,4.74,7,6,27
21,d,75.0,75.0,7.1,33,19.0,0,0.0,6,-6.0,23.1,15,4.0,84,6,5.6,12.0,6.0,12,346,4.8,48.0,22.0,0.7,11.8,0.0,3124832,290227,1347677,140281,4.3,4.3,1.66,3.09,4.75,8.74,0.12,0.22,0.34,0.63,390.4,9.0,2.0,456.6,5.0,5.0,144.0,86.0,54.0,99.1,12.0,10.0,1.0,1.0,,15,,Declan,Rice,Rice,Illness - 75% chance of playing,,1245,2,5,7,9,0,0,0,1,0,0,14,146,,,,0.0,0.51,0.65,1.01,10.55,25,51,70
23,u,0.0,0.0,5.4,167,105.0,0,0.0,-1,1.0,0.0,656,272.0,0,0,0.0,736.0,323.0,0,0,0.0,718.0,314.0,0.0,0.0,0.0,933,0,4332,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.0,323.0,0.0,737.0,323.0,0.0,733.0,322.0,0.0,738.0,323.0,,,,15,,Fábio,Ferreira Vieira,Fábio Vieira,has joined Hamburger on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
25,a,,,5.1,240,146.0,0,0.0,-4,4.0,0.1,419,138.0,8,0,1.3,369.0,172.0,0,20,0.2,368.0,175.0,0.0,1.6,0.0,11505,209,32648,516,1.2,1.2,0.23,0.08,0.31,0.73,0.13,0.04,0.17,0.4,8.6,414.0,191.0,22.5,325.0,178.0,24.0,304.0,160.0,5.4,381.0,181.0,,,,15,,Ethan,Nwaneri,Nwaneri,,,165,0,0,1,0,0,0,0,0,0,0,0,13,,,,0.0,0.55,0.0,0.0,7.09,2,1,10
26,a,100.0,100.0,5.3,202,125.0,0,0.0,-2,2.0,2.4,117,40.0,55,2,3.7,102.0,47.0,4,249,1.8,212.0,98.0,0.3,10.4,0.0,647982,10007,662936,24703,2.8,2.8,0.59,1.06,1.65,8.8,0.04,0.08,0.12,0.63,247.4,107.0,37.0,203.9,59.0,45.0,75.0,183.0,108.0,52.8,89.0,54.0,,,,15,,Martín,Zubimendi Ibáñez,Zubimendi,,,1263,2,1,8,9,0,0,0,3,0,0,14,119,,,,0.0,0.57,0.64,1.0,8.48,25,48,46
28,u,0.0,0.0,4.5,467,283.0,0,0.0,0,0.0,0.1,451,151.0,0,0,0.0,680.0,283.0,0,0,0.0,628.0,252.0,0.0,0.0,0.0,6731,0,29159,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,280.0,0.0,670.0,279.0,0.0,657.0,277.0,0.0,679.0,281.0,,,,15,,Ismeal,Kabia,Kabia,has joined Shrewsbury Town on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
29,u,0.0,0.0,4.5,417,249.0,0,0.0,0,0.0,0.1,557,207.0,0,0,0.0,641.0,252.0,0,0,0.0,588.0,220.0,0.0,0.0,0.0,2952,0,13604,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,248.0,0.0,629.0,247.0,0.0,616.0,245.0,0.0,639.0,249.0,,,,15,,Albert,Sambi Lokonga,Sambi,has joined Hamburger permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
30,i,0.0,0.0,7.3,25,10.0,0,0.0,-2,2.0,0.3,299,49.0,1,0,1.0,443.0,55.0,0,4,0.0,753.0,83.0,0.0,0.1,0.0,9567,105,110414,268,0.0,0.0,0.0,0.01,0.01,0.82,0.0,0.03,0.03,2.46,2.8,434.0,49.0,0.8,414.0,51.0,2.0,400.0,53.0,0.6,439.0,53.0,,,,15,,Kai,Havertz,Havertz,Knee injury - Unknown return date,,30,0,0,0,0,0,0,0,0,0,0,0,3,,,,0.0,0.0,0.0,0.0,9.0,0,1,2
266,a,,,7.8,19,13.0,0,0.0,3,-3.0,19.1,20,7.0,65,1,4.6,42.0,19.0,6,250,6.0,18.0,9.0,0.8,8.3,0.0,2895809,152132,1877271,239395,7.0,7.0,2.54,1.38,3.92,5.72,0.24,0.13,0.37,0.55,248.0,105.0,35.0,147.6,99.0,72.0,279.0,26.0,14.0,67.4,44.0,32.0,,,,15,,Eberechi,Eze,Eze,,,935,4,3,6,6,0,0,0,0,0,0,11,61,,,,0.0,0.58,0.58,1.06,5.87,11,11,39
662,i,0.0,50.0,5.4,173,21.0,0,0.0,-1,1.0,0.2,382,139.0,17,0,1.7,330.0,119.0,1,85,0.8,304.0,108.0,0.1,3.1,0.0,41903,22,43478,3629,0.0,0.9,0.0,0.43,0.43,2.68,0.0,0.09,0.09,0.56,84.0,277.0,108.0,23.2,321.0,106.0,8.0,349.0,122.0,11.5,340.0,113.0,,,,15,,Cristhian,Mosquera,Mosquera,Ankle injury - Unknown return date,,429,0,0,1,4,0,0,0,1,0,0,4,48,,,,0.0,0.21,0.84,0.84,7.34,11,24,17
