gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed
0,,,,,,31.0,1835.04,False,25-26-friendly-augsburg-vs-crystal-palace,/matches/augsburg-vs-crystal-palace/2qyplq#4838736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,2.0,1722.36,False,25-26-friendly-milan-vs-leeds-united,/matches/leeds-united-vs-milan/2ebcje#4797490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,4.0,1868.55,,,,,False,25-26-friendly-newcastle-united-vs-k-league-all-stars,/matches/newcastle-united-vs-k-league-all-stars/axtc5vy#4855965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,4.0,1868.55,,,6.0,1774.01,False,25-26-friendly-newcastle-united-vs-tottenham-hotspur,/matches/tottenham-hotspur-vs-newcastle-united/2xr2ka#4833816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,17.0,1802.87,,,,,False,25-26-friendly-nottingham-forest-vs-estoril,/matches/estoril-vs-nottingham-forest/2oxysl#4863027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,17.0,1802.87,,,,,False,25-26-friendly-nottingham-forest-vs-birmingham-city,/matches/birmingham-city-vs-nottingham-forest/2xwqal#4838771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,4.0,1868.55,False,25-26-friendly-espanyol-vs-newcastle-united,/matches/espanyol-vs-newcastle-united/2xfrn8#4855992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,56.0,1547.1,,,,,False,25-26-friendly-sunderland-vs-gateshead-fc,/matches/gateshead-fc-vs-sunderland/1rzuh3#4809773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,21.0,1750.13,False,25-26-friendly-lille-vs-west-ham-united,/matches/lille-vs-west-ham-united/2h16qx#4836743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,6.0,1774.01,,,,,False,25-26-friendly-tottenham-hotspur-vs-luton-town,/matches/luton-town-vs-tottenham-hotspur/2dcrvo#4833815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,39.0,1735.76,,,,,False,25-26-friendly-wolverhampton-wanderers-vs-stoke-city,/matches/wolverhampton-wanderers-vs-stoke-city/2x6hw8#4809791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,39.0,1735.76,False,25-26-friendly-lens-vs-wolverhampton-wanderers,/matches/lens-vs-wolverhampton-wanderers/2fz4e7#4838752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,39.0,1735.76,,,,,False,25-26-friendly-wolverhampton-wanderers-vs-girona,/matches/girona-vs-wolverhampton-wanderers/27fkv7#4809792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,39.0,1735.76,,,,,False,25-26-friendly-wolverhampton-wanderers-vs-celta-vigo,/matches/wolverhampton-wanderers-vs-celta-vigo/2u0z1a#4809793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,36.0,1827.13,False,25-26-friendly-wolfsburg-vs-brighton-hove-albion-1,/matches/wolfsburg-vs-brighton-hove-albion/2ymncs#4798820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,14.0,1993.42,False,25-26-friendly-milan-vs-liverpool,/matches/milan-vs-liverpool/2g7yzv#4764497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,14.0,1993.42,,,,,False,25-26-friendly-liverpool-vs-yokohama-f.marinos,/matches/yokohama-fmarinos-vs-liverpool/1x2gay#4771846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,21.0,1750.13,,,1.0,1799.46,False,25-26-friendly-west-ham-united-vs-manchester-united,/matches/west-ham-united-vs-manchester-united/2yi6pt#4778508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,4.0,1868.55,False,25-26-friendly-atletico-madrid-vs-newcastle-united,/matches/atletico-madrid-vs-newcastle-united/3d30by#4809771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,56.0,1547.1,,,,,False,25-26-friendly-sunderland-vs-hearts,/matches/sunderland-vs-hearts/2s1wbe#4809777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,17.0,1802.87,False,25-26-friendly-fiorentina-vs-nottingham-forest,/matches/fiorentina-vs-nottingham-forest/2wj5xu#4838772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,14.0,1993.42,False,25-26-friendly-athletic-club-vs-liverpool,/matches/athletic-club-vs-liverpool/2dori1#4805689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,91.0,1808.1,,,1.0,1799.46,False,25-26-friendly-afc-bournemouth-vs-manchester-united,/matches/afc-bournemouth-vs-manchester-united/2yrx85#4772685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,91.0,1808.1,False,25-26-friendly-real-sociedad-vs-afc-bournemouth,/matches/real-sociedad-vs-afc-bournemouth/2ggu0z#4809757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,7.0,1872.84,False,25-26-friendly-roma-vs-aston-villa,/matches/roma-vs-aston-villa/2yrx8d#4811179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,7.0,1872.84,,,,,False,25-26-friendly-aston-villa-vs-marseille,/matches/marseille-vs-aston-villa/2xpuxy#4877513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,31.0,1835.04,False,25-26-friendly-augsburg-vs-crystal-palace-1,/matches/augsburg-vs-crystal-palace/2qyplq#4838737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,14.0,1993.42,False,25-26-friendly-athletic-club-vs-liverpool-1,/matches/athletic-club-vs-liverpool/2dori1#4805690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,17.0,1802.87,False,25-26-friendly-al-qadasiya-vs-nottingham-forest,/matches/nottingham-forest-vs-al-qadasiya/2vyd696#4838773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,21.0,1750.13,,,91.0,1808.1,False,25-26-friendly-west-ham-united-vs-afc-bournemouth,/matches/west-ham-united-vs-afc-bournemouth/2hfnrc#4772686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,56.0,1547.1,,,,,False,25-26-friendly-sunderland-vs-augsburg,/matches/augsburg-vs-sunderland/2ct7e9#4838774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,6.0,1774.01,False,25-26-friendly-wycombe-wanderers-vs-tottenham-hotspur,/matches/tottenham-hotspur-vs-wycombe-wanderers/2gpph9#4890886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,43.0,1959.94,,,,,False,25-26-friendly-manchester-city-vs-palermo,/matches/manchester-city-vs-palermo/2e01li#4889698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,1.0,1799.46,False,25-26-friendly-fiorentina-vs-manchester-united,/matches/fiorentina-vs-manchester-united/2x63c9#4782583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,6.0,1774.01,,,,,False,25-26-friendly-tottenham-hotspur-vs-bayern-münchen,/matches/tottenham-hotspur-vs-bayern-munchen/2sw7rw#4794648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,91.0,1808.1,False,25-26-friendly-real-sociedad-b-vs-afc-bournemouth,/matches/afc-bournemouth-vs-real-sociedad-b/6o5z7g3#4809756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,3.0,1993.34,False,25-26-friendly-athletic-club-vs-arsenal,/matches/athletic-club-vs-arsenal/2pyul3#4877487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,7.0,1872.84,,,,,False,25-26-friendly-aston-villa-vs-nashville-sc,/matches/aston-villa-vs-nashville-sc/5gzgvv5d#4796442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,56.0,1547.1,,,,,False,25-26-friendly-sunderland-vs-hull-city,/matches/sunderland-vs-hull-city/2fgcyx#4809778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,,,,,56.0,1547.1,False,25-26-friendly-real-betis-vs-sunderland,/matches/sunderland-vs-real-betis/2esw3t#4809779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
0,,94.0,1811.27,,,,,False,25-26-friendly-brentford-vs-gil-vicente,/matches/gil-vicente-vs-brentford/37jwjs#4885670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
