id,first_name,second_name,web_name,status,news,now_cost,selected_by_percent,form,event_points,cost_change_event,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index
122,Antoni,Milambo,Milambo,a,,5.3,0.0,0.0,0,0,65,153,0.0,0.2,0.0,-0.5,1,45,0,0,0,3,0,0,0,0,0,0,1,0,5,1659,4818,0,0.0,0.01,0.01,1.49,4.0,1.8,0.0,0.6
629,Daniel,Bentley,Bentley,a,,4.0,0.6,0.0,0,0,260,992,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9204,22231,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,Tawanda,Chirewa,Chirewa,a,,4.4,0.3,0.0,0,0,437,1211,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18082,23708,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Christopher,Nkunku,Nkunku,u,has joined AC Milan permanently.,5.9,0.1,0.0,0,0,0,240,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668,22394,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,Tyrick,Mitchell,Mitchell,a,,5.0,2.5,4.8,1,0,13092,7873,1.0,7.0,4.8,4.8,35,90,0,0,1,0,0,0,0,0,0,0,1,1,31,215272,94833,0,0.33,0.47,0.8,8.85,26.0,0.3,0.0,2.6
259,Borna,Sosa,Sosa,a,,4.9,0.1,0.0,0,0,285,469,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4549,9779,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Marc,Guéhi,Guéhi,a,,4.8,30.8,5.8,3,0,122434,19524,1.2,9.6,5.8,5.8,46,90,0,0,1,0,0,0,0,0,0,0,1,0,22,2581507,461622,1,0.59,0.57,1.16,8.85,13.8,10.0,2.0,2.6
651,Tom,Edozie,Edozie,a,,4.4,0.4,0.0,0,0,555,1762,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28140,30790,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,Enso,González Medina,Gonzalez,a,,4.4,1.6,0.0,0,0,2960,7071,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110725,117005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,Chris,Richards,Richards,a,,4.5,3.1,4.2,3,0,15246,9005,0.9,7.3,4.2,4.2,33,90,0,0,1,0,0,0,0,0,0,0,1,0,24,371994,169521,0,0.36,0.64,1.0,8.85,21.8,0.0,4.0,2.6
41,Pau,Torres,Pau,a,,4.4,0.3,1.2,4,0,703,947,0.3,1.8,1.2,1.7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11794,31133,0,0.1,0.15,0.25,3.17,0.0,0.0,0.0,0.0
262,Chadi,Riad Dnanou,Chadi Riad,d,Knee injury - 50% chance of playing,4.0,0.0,0.0,0,0,10,19,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,642,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Nathaniel,Clyne,Clyne,a,,3.9,0.5,0.0,0,0,948,1267,0.0,0.3,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14216,33254,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Rob,Holding,Holding,u,Has joined Colorado Rapids permanently.,4.0,0.0,0.0,0,0,0,80,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3234,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,Jackson,Tchatchoua,Tchatchoua,a,,4.5,0.0,1.8,4,0,135,52,0.4,2.0,2.3,1.8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1726,1084,0,0.0,0.04,0.04,4.4,70.6,56.9,14.0,14.1
1,David,Raya Martín,Raya,a,,5.7,27.8,4.0,6,1,103930,29429,0.7,6.0,4.5,4.5,34,90,0,0,1,0,0,0,0,1,0,7,1,3,38,1560505,678587,1,0.0,0.04,0.04,4.4,49.2,0.0,0.0,4.9
654,Jørgen,Strand Larsen,Strand Larsen,a,,6.4,1.4,1.2,2,0,4618,8568,0.2,1.4,1.7,0.9,9,81,0,0,0,4,0,0,0,0,0,0,1,0,8,123019,480620,0,0.65,0.16,0.81,5.23,11.0,2.3,45.0,5.8
655,Fábio,Soares Silva,Fábio Silva,u,has joined Borussia Dortmund permanently.,4.9,0.2,0.0,0,0,0,938,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7178,49163,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
