id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
1,a,,,5.9,93,1.0,0,0.0,4,-4.0,32.1,8,2.0,55,0,4.6,43.0,3.0,3,216,2.2,153.0,12.0,0.4,9.3,0.0,2402082,6211,1014089,1845,3.2,3.2,0.0,0.04,0.04,6.24,0.0,0.0,0.0,0.52,166.4,128.0,16.0,10.2,350.0,3.0,0.0,742.0,87.0,17.7,260.0,16.0,,,,13,,David,Raya Martín,Raya,,,1080,0,0,7,6,0,0,0,1,0,17,12,94,,,,1.42,0.58,0.5,1.0,0.0,0,9,92
2,a,,,4.2,608,38.0,0,0.0,-3,3.0,0.4,252,34.0,0,0,0.0,562.0,77.0,0,0,0.0,490.0,71.0,0.0,0.0,0.0,8523,14,62844,48,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0,77.0,0.0,545.0,65.0,0.0,513.0,51.0,0.0,557.0,77.0,,,,13,,Kepa,Arrizabalaga Revuelta,Arrizabalaga,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
3,u,0.0,0.0,4.0,650,57.0,0,0.0,0,0.0,0.3,328,47.0,0,0,0.0,528.0,65.0,0,0,0.0,451.0,59.0,0.0,0.0,0.0,5545,0,41949,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,65.0,0.0,510.0,53.0,0.0,477.0,39.0,0.0,522.0,65.0,,,,13,,Karl,Hein,Hein,Has joined Werder Bremen on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
4,a,,,4.0,672,65.0,0,0.0,0,0.0,0.2,361,54.0,0,0,0.0,544.0,73.0,0,0,0.0,470.0,67.0,0.0,0.0,0.0,16284,20,18059,39,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,73.0,0.0,526.0,61.0,0.0,494.0,47.0,0.0,538.0,73.0,,,,13,,Tommy,Setford,Setford,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
6,a,100.0,100.0,6.0,88,5.0,0,0.0,0,0.0,12.9,33,11.0,41,0,3.7,100.0,37.0,1,190,2.2,156.0,50.0,0.4,6.8,0.0,973973,4162,1354178,1040,3.2,3.2,0.29,0.24,0.53,4.72,0.03,0.03,0.06,0.52,185.2,109.0,48.0,35.6,259.0,79.0,16.0,301.0,94.0,23.7,214.0,72.0,,,,13,,William,Saliba,Saliba,,,814,0,0,5,4,0,0,0,0,0,0,10,93,,,,0.0,0.55,0.44,1.11,6.86,11,51,35
23,u,0.0,0.0,5.4,170,107.0,0,0.0,-1,1.0,0.0,655,271.0,0,0,0.0,733.0,321.0,0,0,0.0,715.0,311.0,0.0,0.0,0.0,933,0,4302,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,321.0,0.0,732.0,321.0,0.0,728.0,320.0,0.0,733.0,321.0,,,,13,,Fábio,Ferreira Vieira,Fábio Vieira,has joined Hamburger on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
24,a,100.0,100.0,5.2,213,133.0,0,0.0,-3,3.0,0.1,413,139.0,2,0,1.0,421.0,200.0,0,7,0.2,352.0,173.0,0.0,0.4,0.0,4438,9,56568,20,1.2,1.2,0.05,0.0,0.05,0.05,0.32,0.0,0.32,0.32,6.4,412.0,190.0,0.1,424.0,205.0,7.0,344.0,179.0,1.4,418.0,196.0,,,,13,,Christian,Nørgaard,Nørgaard,,,14,0,0,0,0,0,0,0,0,0,0,0,4,,,,0.0,0.0,0.0,0.0,25.71,0,2,2
33,a,,,4.3,559,29.0,0,0.0,-2,2.0,0.5,245,33.0,7,0,3.5,109.0,12.0,0,22,0.0,495.0,73.0,0.0,1.6,0.0,76008,7,97270,82,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,2.05,25.4,358.0,27.0,0.0,548.0,67.0,0.0,519.0,53.0,2.6,400.0,27.0,,,,13,,Marco,Bizot,M.Bizot,,,180,0,0,1,3,0,0,0,1,0,4,2,23,,,,2.0,0.5,1.5,1.0,0.0,0,4,19
34,u,0.0,0.0,4.0,649,56.0,0,0.0,0,0.0,0.1,437,68.0,0,0,0.0,527.0,64.0,0,0,0.0,450.0,58.0,0.0,0.0,0.0,0,0,14417,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,64.0,0.0,509.0,52.0,0.0,476.0,38.0,0.0,521.0,64.0,,,,13,,Joe,Gauci,Gauci,Has joined Port Vale on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
39,a,,,4.2,612,156.0,0,0.0,-3,3.0,0.4,253,93.0,7,0,0.9,437.0,145.0,0,38,0.5,287.0,95.0,0.1,1.7,0.0,22000,48,71803,69,0.5,0.5,0.25,0.21,0.46,4.1,0.11,0.09,0.2,1.72,57.4,283.0,107.0,79.7,155.0,37.0,29.0,262.0,78.0,16.7,270.0,92.0,,,,13,,Ian,Maatsen,Maatsen,,,214,0,0,0,4,0,0,0,1,0,0,1,34,,,,0.0,0.0,1.68,0.42,9.25,7,15,14
