id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
10,a,100.0,100.0,5.5,132,15,0,0,0,0,7.6,56,22,20,2,6.7,27,12,3,74,6.7,26,12,1.2,3.6,0,377438,69202,203802,61371,6.7,6.7,0.18,0.29,0.47,0.92,0.06,0.1,0.16,0.31,65.4,64,31,52.2,57,11,23.0,117,35,14.1,66,16,,,,3,,Benjamin,White,White,,,270,0,1,2,1,0,0,0,0,0,0,3,15,,,,0.0,0.67,0.33,1.0,5.0,4,11,9
17,a,,,5.9,89,58,0,0,-1,1,0.5,257,86,2,0,0.7,381,180,0,12,0.7,326,150,0.1,0.3,0,6769,1286,35792,6666,0.7,0.7,0.14,0.02,0.16,0.26,0.27,0.04,0.31,0.51,6.4,295,126,3.3,258,136,14.0,163,80,2.4,282,124,,,,3,,Mikel,Merino Zazón,Merino,,,46,0,0,0,0,0,0,0,1,0,0,0,6,,,,0.0,0.0,0.0,0.0,11.74,0,0,6
37,a,,,4.5,452,94,0,0,0,0,0.3,301,110,6,6,2.0,191,74,0,25,2.0,173,69,0.4,1.3,0,6659,1673,8085,1079,2.0,2.0,0.0,0.16,0.16,5.38,0.0,0.05,0.05,1.79,39.2,150,68,26.2,140,45,2.0,265,98,6.7,192,74,,,,3,,Victor,Lindelöf,Lindelöf,,,270,0,0,1,5,1,0,0,0,0,0,3,14,,,,0.0,0.33,1.67,1.0,4.67,1,13,5
18,u,0.0,0.0,6.3,56,40,0,0,-2,2,0.1,422,164,0,0,0.0,646,286,0,0,0.0,646,286,0.0,0.0,0,2483,0,18377,4735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646,287,0.0,647,287,0.0,646,287,0.0,646,287,,,,3,,Gabriel,Martinelli Silva,Martinelli,Has joined Al Hilal permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
39,u,0.0,0.0,4.0,645,206,0,0,0,0,0.2,363,137,0,0,0.0,436,164,0,0,0.0,436,164,0.0,0.0,0,0,0,12583,1357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411,160,0.0,406,160,0.0,350,144,0.0,417,158,,,,3,,Kosta,Nedeljkovic,Nedeljkovic,Has joined Rangers on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
30,u,0.0,0.0,4.5,431,84,0,0,0,0,0.1,482,170,0,0,0.0,449,174,0,0,0.0,449,174,0.0,0.0,0,0,0,7688,640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424,170,0.0,421,170,0.0,368,157,0.0,430,168,,,,3,,Lucas,Digne,Digne,Has joined Paris Saint-Germain permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
7,a,,,5.5,171,105,0,0,0,0,0.7,226,74,8,2,2.7,153,64,0,35,2.7,138,59,0.5,1.5,0,23139,4597,28620,6079,2.7,2.7,0.16,0.23,0.39,0.79,0.06,0.09,0.15,0.31,21.6,213,86,38.8,96,65,16.0,143,73,7.0,184,86,,,,3,,Myles,Lewis-Skelly,Lewis-Skelly,,,226,0,0,2,1,0,0,0,0,0,0,3,14,,,,0.0,0.8,0.4,1.19,5.58,1,5,8
19,a,,,5.4,218,137,0,0,-1,1,0.7,221,71,3,1,1.0,335,151,0,9,1.0,268,121,0.2,0.6,0,6171,1107,47998,7389,1.0,1.0,0.08,0.04,0.12,0.28,0.14,0.07,0.21,0.5,10.0,270,115,4.0,247,131,11.0,186,91,2.5,278,121,,,,3,,Martín,Zubimendi Ibáñez,Zubimendi,,,50,0,0,0,0,0,0,0,0,0,0,0,9,,,,0.0,0.0,0.0,0.0,16.2,3,4,2
1,a,,,6.0,61,1,0,0,0,0,38.9,5,1,15,3,5.0,55,4,0,60,5.0,50,3,0.8,2.5,0,440392,128710,414618,103912,5.0,5.0,0.0,0.01,0.01,0.92,0.0,0.0,0.0,0.31,46.2,128,15,0.0,640,71,0.0,638,71,4.7,235,16,,,,3,,David,Raya Martín,Raya,,,270,0,0,2,1,0,0,0,0,0,5,3,0,,,,1.67,0.67,0.33,1.0,0.0,0,4,30
8,a,,,5.7,117,11,0,0,2,-2,47.7,3,1,22,2,7.3,15,6,2,61,7.3,14,6,1.3,3.9,0,1093331,267747,207105,46916,7.3,7.3,0.54,0.58,1.12,0.65,0.21,0.22,0.43,0.25,51.6,112,53,27.3,134,42,39.0,74,14,11.8,94,27,,,,3,,Riccardo,Calafiori,Calafiori,,,236,0,2,2,1,0,0,0,0,0,0,3,9,,,,0.0,0.76,0.38,1.14,3.43,3,6,6
9,a,,,5.3,234,33,-1,1,-2,2,1.1,183,72,2,1,1.0,327,126,0,6,0.7,313,115,0.1,0.4,0,10719,2384,88498,11811,0.7,0.7,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.79,6.4,293,118,1.0,306,114,2.0,276,106,1.0,322,118,,,,3,,Piero,Hincapié,Hincapie,,,32,0,0,0,0,0,0,0,0,0,0,0,3,,,,0.0,0.0,0.0,0.0,8.44,1,2,0
25,a,,,7.3,23,8,0,0,-2,2,4.0,85,12,1,1,1.0,370,46,0,2,0.3,386,47,0.0,0.1,0,21184,4247,494708,55588,0.3,0.3,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.82,0.0,650,76,0.1,354,45,0.0,650,76,0.0,650,76,,,2.0,3,,Viktor,Gyökeres,Gyökeres,,,12,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,7.5,0,0,1
4,a,,,8.0,7,1,0,0,0,0,24.8,10,2,15,2,5.0,59,23,0,54,5.0,54,21,0.6,1.9,0,136637,30989,603345,133595,5.0,5.0,0.49,0.05,0.54,0.92,0.16,0.02,0.18,0.31,48.4,120,57,7.4,230,79,83.0,16,1,13.8,72,17,,,,3,,Gabriel,dos Santos Magalhães,Gabriel,,,270,0,0,2,1,0,0,0,1,0,0,3,21,,,,0.0,0.67,0.33,1.0,7.0,2,19,11
32,a,,,4.5,455,97,0,0,0,0,6.8,61,25,7,6,2.3,168,66,0,23,2.3,150,60,0.5,1.6,0,85410,16804,210297,26663,2.3,2.3,0.15,0.04,0.19,5.03,0.05,0.01,0.06,1.8,32.4,181,81,19.2,174,54,13.0,166,57,6.5,196,76,1.0,,,3,,Matty,Cash,Cash,,,251,0,0,1,5,0,0,0,1,0,0,3,14,,,,0.0,0.36,1.79,1.08,5.02,6,8,2
33,a,,,4.5,441,86,0,0,0,0,0.4,279,102,7,6,3.5,104,39,0,33,2.3,149,59,0.5,1.6,0,7639,1764,9664,1321,2.3,2.3,0.11,0.02,0.13,0.79,0.09,0.02,0.11,0.67,16.8,236,99,4.4,243,82,13.0,165,56,3.4,254,97,,,,3,,Tyrone,Mings,Mings,,,106,0,0,1,0,0,0,0,0,0,0,1,6,,,,0.0,0.85,0.0,0.85,5.09,2,4,2
