player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
21,25-26-prem-burnley-vs-arsenal,90,1,0,1,0.24,0.33,1,1,0,1,94,63,0.0,1.0,9,2,0.0,3,0.0,0,3,9,0,4,2,1,9,5,6,0.0,3,0.0,0,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.79,5,0,95,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,25-26-prem-burnley-vs-arsenal,90,0,1,0,0.0,0.52,0,0,0,2,71,54,0.0,1.0,1,0,0.0,1,0.0,0,1,1,0,9,5,0,6,0,2,0.0,4,0.0,1,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,95,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,25-26-prem-burnley-vs-arsenal,45,1,0,1,0.87,0.2,1,0,0,3,17,10,0.0,3.0,2,0,0.0,1,0.0,0,0,2,0,0,0,0,1,2,0,0.0,1,0.0,0,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.66,0,0,46,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,25-26-prem-burnley-vs-arsenal,89,0,1,2,0.27,0.15,2,0,0,4,56,21,0.0,2.0,5,1,0.0,2,0.0,0,0,2,0,0,0,1,3,6,3,0.0,0,0.0,2,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.11,1,0,91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,25-26-prem-burnley-vs-arsenal,90,0,0,0,0.0,0.01,0,0,0,0,71,44,0.0,0.0,5,0,0.0,4,0.0,0,2,2,1,14,8,0,5,1,1,0.0,4,0.0,1,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,95,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,25-26-prem-burnley-vs-arsenal,90,0,0,0,0.0,0.01,0,0,0,0,93,80,0.0,0.0,2,1,0.0,0,0.0,0,0,5,0,4,4,0,5,2,2,0.0,3,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,0,95,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,25-26-prem-burnley-vs-arsenal,72,0,0,1,0.04,0.01,1,0,0,1,50,29,0.0,0.0,7,0,0.0,0,0.0,0,0,3,0,6,5,0,4,3,3,0.0,1,0.0,2,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.33,1,0,72,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,25-26-prem-burnley-vs-arsenal,90,0,0,0,0.0,0.0,0,0,0,0,33,14,0.0,0.0,8,0,0.0,1,0.0,0,0,7,0,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,14,1,,1,0,0,0,0.0,0.0,0.0,0,0,95,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,25-26-prem-burnley-vs-arsenal,77,0,0,0,0.0,0.02,0,0,0,0,81,62,0.0,0.0,7,0,0.0,2,0.0,0,2,0,0,0,0,0,4,1,2,0.0,2,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,0,77,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,25-26-prem-burnley-vs-arsenal,90,0,0,0,0.0,0.0,0,0,0,0,45,20,0.0,0.0,6,0,0.0,10,0.0,0,0,6,0,1,0,0,2,0,0,0.0,2,0.0,1,0,5,2,2.45,0.45,0,20,10,,0,0,0,0,0.0,0.0,0.0,0,0,95,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
