id,first_name,second_name,web_name,status,news,now_cost,selected_by_percent,form,event_points,cost_change_event,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index
203,Enock,Agyei,Boateng,a,,4.9,0.0,0.0,0,0,55,107,0.0,0.0,-0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Marcus,Edwards,Edwards,a,,4.8,0.1,0.0,0,0,113,251,0.0,0.2,-0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,1075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Marco,Bizot,M.Bizot,a,,4.4,0.6,0.0,0,-1,435,2209,0.0,1.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,8450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Bernd,Leno,Leno,a,,5.0,1.5,3.3,1,0,997,3117,0.7,3.6,3.3,3.3,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5505.0,12621.0,0.0,0.0,0.0,0.0,1.4000000000000004,9.0,0.0,0.0,0.9000000000000004
481,Alex,Murphy,A.Murphy,a,,3.9,0.7,0.0,0,0,1464,1690,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6263.0,5703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,Maximilian,Kilman,Kilman,a,,4.4,0.2,2.2,0,0,171,440,0.5,2.0,1.7,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,2792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Loum,Tchaouna,Tchaouna,a,,4.9,0.0,2.3,2,0,160,88,0.5,2.4,1.8,1.3,2.0,61.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,471.0,384.0,0.0,0.030000000000000027,0.0,0.02999999999999997,1.0799999999999996,5.400000000000002,1.1999999999999993,5.0,1.2000000000000002
45,Lino,da Cruz Sousa,Sousa,a,,4.0,0.3,0.0,0,0,489,665,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1730.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Reiss,Nelson,Nelson,d,Illness - 75% chance of playing,4.9,0.1,0.0,0,0,22,599,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,1697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Ben,Broggio,Broggio,a,,4.5,0.3,0.0,0,0,1324,1097,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4271.0,3645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,James,Maddison,Maddison,i,Anterior cruciate ligament - Unknown return date,6.9,0.1,0.0,0,0,32,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Kadan,Young,Young,a,,4.4,0.6,0.0,0,0,4137,2154,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12424.0,7330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,Rodrigo,Bentancur,Bentancur,a,,5.4,0.1,1.3,2,0,233,406,0.2,1.9,1.8,1.3,2.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,823.0,1510.0,0.0,0.06,0.02999999999999997,0.08999999999999997,1.0,12.799999999999997,3.5,9.0,2.5
586,Lucas,Bergvall,Bergvall,a,,5.4,0.7,5.3,1,0,4205,3641,1.0,3.9,5.8,5.3,1.0,77.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,33651.0,12346.0,0.0,0.29,0.09,0.37999999999999995,1.1499999999999995,0.19999999999998863,5.799999999999997,12.0,1.8000000000000007
702,Bradley,Burrowes,Burrowes,a,,4.5,0.1,0.2,0,0,195,229,0.0,0.2,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Jason,Steele,Steele,a,,4.4,0.3,0.0,0,0,194,698,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.0,2972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
