player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
258,25-26-prem-west-ham-united-vs-crystal-palace,90,1,0,2,0.27,0.13,1,0,0,4,49,24,0.0,3.0,2,2,0.0,2,0.0,0,0,5,0,1,1,1,3,5,3,0.0,0,0.0,0,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.33,3,0,93,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,25-26-prem-west-ham-united-vs-crystal-palace,90,0,0,0,0.0,0.0,0,0,0,0,51,25,0.0,0.0,4,0,0.0,2,0.0,0,1,0,0,12,9,0,7,1,4,0.0,3,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,4,0,93,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,25-26-prem-west-ham-united-vs-crystal-palace,90,0,0,1,0.23,0.22,0,3,0,4,56,24,0.0,3.0,5,2,0.0,0,0.0,0,1,0,0,1,1,1,11,4,9,0.0,2,0.0,2,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,4,0,93,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,25-26-prem-west-ham-united-vs-crystal-palace,90,0,0,1,0.2,0.01,0,0,0,1,60,36,0.0,0.0,8,0,0.0,3,0.0,0,2,2,0,3,3,2,11,4,9,0.0,2,0.0,4,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,5,0,93,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,25-26-prem-west-ham-united-vs-crystal-palace,90,0,1,0,0.0,0.41,0,2,0,3,80,43,0.0,2.0,10,3,0.0,3,0.0,0,1,7,0,4,3,0,6,4,3,0.0,3,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,93,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,25-26-prem-west-ham-united-vs-crystal-palace,90,0,0,0,0.0,0.03,0,0,0,0,42,22,0.0,0.0,9,0,0.0,8,0.0,0,0,7,0,3,0,0,3,1,1,0.0,2,0.0,1,0,2,1,1.55,0.55,0,22,8,,0,0,0,0,0.0,0.0,0.0,0,0,93,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,25-26-prem-west-ham-united-vs-crystal-palace,75,0,0,1,0.04,0.51,0,0,0,0,39,26,0.0,3.0,6,3,0.0,1,0.0,0,1,3,0,1,0,0,2,0,2,0.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,75,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,25-26-prem-west-ham-united-vs-crystal-palace,90,1,0,2,0.61,0.0,1,0,0,2,25,5,0.0,0.0,2,0,0.0,1,0.0,0,0,4,0,3,3,0,4,8,0,0.0,4,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.75,0,0,93,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,25-26-prem-west-ham-united-vs-crystal-palace,90,0,0,3,0.22,0.13,0,0,0,6,45,23,0.0,1.0,1,1,0.0,0,0.0,0,1,4,0,1,1,2,3,3,2,0.0,1,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,93,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,25-26-prem-west-ham-united-vs-crystal-palace,90,0,0,1,0.2,0.0,0,0,1,1,49,30,0.0,0.0,2,0,0.0,2,0.0,0,1,3,0,3,1,0,4,4,2,0.0,2,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,93,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
