gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,home_distance_covered,away_distance_covered,home_walking_distance,away_walking_distance,home_running_distance,away_running_distance,home_sprinting_distance,away_sprinting_distance,home_number_of_sprints,away_number_of_sprints,home_top_speed,away_top_speed,tournament
5.0,2025-09-21T13:00:00,56.0,1584.93,1.0,1.0,7.0,1847.33,True,25-26-prem-sunderland-vs-aston-villa,/matches/sunderland-vs-aston-villa/2wdjjm#4813422,,,1.04,0.78,14.0,12.0,4.0,2.0,1.0,2.0,0.0,2.0,151.0,488.0,69.0,89.0,14.0,8.0,6.0,5.0,0.45,0.51,0.59,0.27,1.04,0.78,0.99,0.15,6.0,4.0,4.0,6.0,1.0,0.0,10.0,6.0,4.0,6.0,218.0,547.0,94.0,172.0,57.0,316.0,16.0,15.0,33.0,47.0,2.0,4.0,17.0,15.0,15.0,18.0,16.0,34.0,0.0,3.0,2.0,1.0,1.0,0.0,20.0,11.0,,,8.0,3.0,6.0,4.0,34.0,28.0,1.0,3.0,47.0,40.0,33.0,23.0,59.0,41.0,14.0,17.0,45.0,55.0,5.0,0.0,100.0,0.0,4813422.0,True,False,,,,,,,,,,,,,prem
5.0,2025-09-21T13:00:00,91.0,1826.64,0.0,0.0,4.0,1858.89,True,25-26-prem-afc-bournemouth-vs-newcastle-united,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4813415,,,0.46,0.14,11.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,409.0,298.0,82.0,76.0,7.0,10.0,5.0,2.0,0.22,0.13,0.24,0.01,0.46,0.14,0.26,0.1,3.0,2.0,6.0,1.0,0.0,0.0,4.0,1.0,7.0,3.0,498.0,390.0,219.0,145.0,190.0,153.0,17.0,21.0,28.0,38.0,0.0,2.0,0.0,13.0,21.0,28.0,16.0,17.0,3.0,2.0,2.0,1.0,0.0,0.0,15.0,19.0,,,16.0,8.0,0.0,5.0,28.0,35.0,1.0,2.0,47.0,54.0,28.0,38.0,42.0,58.0,19.0,16.0,54.0,46.0,6.0,12.0,35.0,63.0,4813415.0,True,True,,,,,,,,,,,,,prem
5.0,2025-09-20T14:00:00,90.0,1718.4,1.0,1.0,17.0,1791.59,True,25-26-prem-burnley-vs-nottingham-forest,/matches/burnley-vs-nottingham-forest/2sq9j2#4813418,,,0.85,1.21,12.0,17.0,5.0,8.0,2.0,0.0,1.0,0.0,268.0,563.0,77.0,90.0,12.0,11.0,4.0,5.0,0.42,1.05,0.44,0.16,0.85,1.21,0.98,1.49,4.0,2.0,3.0,7.0,1.0,0.0,9.0,9.0,3.0,8.0,349.0,627.0,136.0,240.0,132.0,323.0,16.0,19.0,33.0,53.0,8.0,5.0,32.0,16.0,17.0,20.0,23.0,26.0,1.0,2.0,1.0,1.0,0.0,0.0,11.0,11.0,,,12.0,7.0,7.0,3.0,32.0,29.0,7.0,4.0,45.0,37.0,33.0,26.0,56.0,44.0,12.0,11.0,52.0,48.0,12.0,4.0,67.0,40.0,4813418.0,True,False,,,,,,,,,,,,,prem
5.0,2025-09-20T14:00:00,36.0,1818.08,2.0,2.0,6.0,1813.86,True,25-26-prem-brighton-hove-albion-vs-tottenham-hotspur,/matches/tottenham-hotspur-vs-brighton-hove-albion/2x42vj#4813417,,,1.28,1.22,12.0,11.0,4.0,3.0,1.0,1.0,0.0,0.0,232.0,457.0,77.0,88.0,10.0,13.0,2.0,10.0,1.13,1.18,0.14,0.05,1.28,1.22,1.39,1.55,7.0,6.0,1.0,2.0,0.0,0.0,5.0,9.0,7.0,2.0,302.0,518.0,124.0,208.0,108.0,249.0,24.0,29.0,42.0,59.0,2.0,3.0,25.0,9.0,11.0,17.0,17.0,45.0,0.0,1.0,1.0,2.0,0.0,0.0,25.0,27.0,,,5.0,9.0,2.0,1.0,39.0,16.0,2.0,2.0,57.0,62.0,44.0,50.0,47.0,53.0,13.0,12.0,52.0,48.0,6.0,13.0,38.0,43.0,4813417.0,True,True,,,,,,,,,,,,,prem
5.0,2025-09-20T14:00:00,21.0,1727.66,1.0,2.0,31.0,1848.29,True,25-26-prem-west-ham-united-vs-crystal-palace,/matches/west-ham-united-vs-crystal-palace/2toa9m#4813423,,,0.68,2.14,8.0,18.0,3.0,3.0,0.0,3.0,0.0,1.0,362.0,272.0,84.0,82.0,15.0,5.0,8.0,8.0,0.3,0.85,0.37,1.29,0.68,2.14,1.55,1.57,4.0,9.0,1.0,6.0,0.0,2.0,7.0,14.0,1.0,4.0,432.0,331.0,180.0,155.0,182.0,117.0,22.0,22.0,48.0,46.0,7.0,8.0,32.0,44.0,19.0,12.0,19.0,27.0,1.0,2.0,3.0,3.0,0.0,0.0,9.0,21.0,,,6.0,9.0,6.0,1.0,21.0,34.0,1.0,2.0,42.0,65.0,24.0,41.0,37.0,63.0,18.0,24.0,43.0,57.0,10.0,5.0,59.0,83.0,4813423.0,True,True,,,,,,,,,,,,,prem
5.0,2025-09-20T14:00:00,39.0,1713.62,1.0,3.0,2.0,1725.39,True,25-26-prem-wolverhampton-wanderers-vs-leeds-united,/matches/leeds-united-vs-wolverhampton-wanderers/2ep8dz#4813424,,,1.61,0.49,16.0,6.0,6.0,4.0,3.0,1.0,2.0,0.0,412.0,348.0,84.0,85.0,11.0,9.0,4.0,0.0,1.42,0.41,0.19,0.08,1.61,0.49,1.58,1.54,6.0,2.0,4.0,0.0,0.0,0.0,12.0,2.0,4.0,4.0,493.0,410.0,189.0,202.0,223.0,146.0,25.0,17.0,53.0,37.0,15.0,0.0,43.0,0.0,28.0,15.0,38.0,13.0,0.0,2.0,1.0,1.0,0.0,0.0,26.0,20.0,,,3.0,6.0,0.0,3.0,16.0,46.0,1.0,5.0,73.0,55.0,44.0,39.0,53.0,47.0,29.0,16.0,64.0,36.0,9.0,8.0,53.0,35.0,4813424.0,True,True,,,,,,,,,,,,,prem
5.0,2025-09-20T19:00:00,54.0,1785.15,3.0,1.0,94.0,1800.67,True,25-26-prem-fulham-vs-brentford,/matches/fulham-vs-brentford/38wlut#4813419,,,0.99,0.63,14.0,8.0,3.0,3.0,3.0,1.0,1.0,0.0,375.0,319.0,84.0,82.0,11.0,13.0,2.0,10.0,0.68,0.32,0.31,0.31,0.99,0.63,0.83,0.88,5.0,2.0,6.0,3.0,0.0,0.0,8.0,8.0,6.0,0.0,448.0,391.0,213.0,212.0,162.0,107.0,22.0,18.0,46.0,39.0,5.0,3.0,38.0,14.0,16.0,23.0,27.0,18.0,2.0,2.0,4.0,1.0,0.0,0.0,19.0,13.0,,,7.0,5.0,3.0,5.0,38.0,18.0,2.0,2.0,52.0,34.0,38.0,25.0,60.0,40.0,14.0,9.0,61.0,39.0,7.0,3.0,64.0,25.0,4813419.0,True,True,,,,,,,,,,,,,prem
5.0,2025-09-21T15:30:00,3.0,2009.17,1.0,1.0,43.0,1952.46,True,25-26-prem-arsenal-vs-manchester-city,/matches/manchester-city-vs-arsenal/2rhvvi#4813416,,,0.96,0.89,12.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,516.0,225.0,89.0,76.0,11.0,10.0,11.0,1.0,0.57,0.89,0.39,0.0,0.96,0.89,1.28,1.11,6.0,2.0,3.0,0.0,0.0,0.0,11.0,4.0,1.0,1.0,582.0,296.0,245.0,105.0,271.0,120.0,33.0,19.0,62.0,40.0,5.0,0.0,16.0,0.0,20.0,24.0,39.0,8.0,4.0,2.0,1.0,2.0,0.0,0.0,20.0,14.0,,,5.0,5.0,0.0,2.0,18.0,61.0,2.0,2.0,52.0,51.0,37.0,34.0,52.0,48.0,15.0,17.0,47.0,53.0,7.0,9.0,58.0,56.0,4813416.0,True,True,,,,,,,,,,,,,prem
5.0,2025-09-20T16:30:00,1.0,1796.44,2.0,1.0,8.0,1907.12,True,25-26-prem-manchester-united-vs-chelsea,/matches/chelsea-vs-manchester-united/2w9xj5#4813421,,,1.74,0.39,11.0,5.0,4.0,1.0,2.0,1.0,0.0,0.0,291.0,462.0,78.0,85.0,13.0,14.0,5.0,5.0,0.71,0.1,1.03,0.29,1.74,0.39,1.8,0.59,3.0,2.0,4.0,2.0,0.0,0.0,6.0,4.0,5.0,1.0,371.0,545.0,134.0,254.0,157.0,208.0,13.0,21.0,24.0,47.0,8.0,2.0,31.0,13.0,23.0,20.0,21.0,18.0,3.0,2.0,0.0,5.0,1.0,1.0,21.0,15.0,,,9.0,7.0,2.0,3.0,20.0,30.0,0.0,2.0,49.0,50.0,37.0,34.0,52.0,48.0,12.0,16.0,43.0,57.0,3.0,6.0,30.0,38.0,4813421.0,True,True,,,,,,,,,,,,,prem
5.0,2025-09-20T11:30:00,14.0,2017.05,2.0,1.0,11.0,1805.39,True,25-26-prem-liverpool-vs-everton,/matches/liverpool-vs-everton/2hagld#4813420,,,0.94,0.6,11.0,9.0,3.0,2.0,1.0,1.0,0.0,0.0,395.0,255.0,85.0,76.0,11.0,10.0,5.0,4.0,0.87,0.52,0.08,0.08,0.94,0.6,1.2,0.69,3.0,4.0,5.0,3.0,0.0,0.0,9.0,6.0,2.0,3.0,466.0,335.0,202.0,113.0,193.0,142.0,15.0,22.0,35.0,37.0,2.0,5.0,17.0,25.0,23.0,23.0,26.0,22.0,1.0,1.0,2.0,3.0,0.0,0.0,18.0,18.0,,,12.0,10.0,3.0,5.0,37.0,23.0,1.0,1.0,53.0,55.0,35.0,40.0,47.0,53.0,18.0,15.0,55.0,45.0,8.0,11.0,53.0,61.0,4813420.0,True,False,,,,,,,,,,,,,prem
