id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
1,David,Raya Martín,Raya,a,,,5.9,93,1.0,32.7,8,2.0,1.5,204.0,18.0,0,0,0.0,4,-4.0,6109,1501,0.3,9.8,2.5,2.5,4.5,50.0,4.0,,,126.0,16.0,359.0,3.0,742.0,87.0,259.0,16.0,,,,,,,,0.0,0.0,0.0,0.54,1.54,0.54,0.54,1.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49570,11975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,Kepa,Arrizabalaga Revuelta,Arrizabalaga,a,,,4.2,606,37.0,0.4,254,34.0,0.0,487.0,71.0,0,0,0.0,-3,3.0,13,45,0.0,0.0,1.0,1.0,0.0,564.0,77.0,,,560.0,77.0,546.0,65.0,515.0,51.0,559.0,77.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
3,Karl,Hein,Hein,u,Has joined Werder Bremen on loan for the rest of the season.,,4.0,649,57.0,0.3,331,47.0,0.0,451.0,61.0,0,0,0.0,0,0.0,0,25,0.0,0.0,0.0,0.0,0.0,532.0,67.0,0.0,0.0,527.0,67.0,513.0,55.0,481.0,41.0,526.0,67.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
4,Tommy,Setford,Setford,a,,,3.9,734,86.0,0.2,364,54.0,0.0,414.0,42.0,0,0,0.0,-1,1.0,83,22,0.0,0.0,1.0,1.0,0.0,497.0,49.0,,,492.0,49.0,476.0,35.0,444.0,21.0,491.0,49.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
5,Gabriel,dos Santos Magalhães,Gabriel,i,Thigh injury - Unknown return date,,6.3,72,2.0,19.1,20,8.0,0.2,356.0,120.0,0,0,0.0,3,-3.0,221,20305,0.0,12.9,0.0,0.0,7.4,2.0,1.0,0.0,0.0,17.0,7.0,204.0,53.0,135.0,23.0,84.0,24.0,,,,,,,,0.07,0.06,0.13,0.56,0.0,0.64,0.45,1.0,9.09,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,166963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6,William,Saliba,Saliba,d,Knock - 75% chance of playing,,6.0,89,6.0,12.3,33,11.0,0.8,285.0,97.0,0,0,0.0,0,0.0,428,5879,0.1,6.8,1.4,1.4,3.7,100.0,40.0,75.0,75.0,128.0,56.0,266.0,81.0,312.0,101.0,234.0,77.0,,,,,,,,0.03,0.03,0.06,0.52,0.0,0.55,0.44,1.11,6.86,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916,47398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
7,Riccardo,Calafiori,Calafiori,a,,,5.8,110,8.0,14.8,27,10.0,0.8,283.0,96.0,0,0,0.0,3,-3.0,2651,2159,0.1,10.9,1.8,1.8,4.8,30.0,16.0,100.0,100.0,135.0,61.0,144.0,33.0,48.0,3.0,94.0,29.0,,,,,,,,0.21,0.03,0.24,0.47,0.0,0.64,0.54,1.18,5.72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28988,17242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
8,Jurriën,Timber,J.Timber,a,,,6.4,66,1.0,34.2,6,2.0,2.0,158.0,48.0,0,0,0.0,9,-9.0,11549,1363,0.3,11.6,3.0,3.0,5.7,11.0,6.0,,,55.0,26.0,52.0,10.0,25.0,1.0,24.0,1.0,,,,,,,,0.24,0.06,0.3,0.5,0.0,0.51,0.59,1.02,5.77,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135669,10306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
9,Jakub,Kiwior,Kiwior,u,has joined Porto on loan for the rest of the season.,,5.4,171,19.0,0.1,565,203.0,0.0,717.0,246.0,0,0,0.0,-1,1.0,0,6,0.0,0.0,0.0,0.0,0.0,734.0,249.0,0.0,0.0,734.0,249.0,733.0,249.0,729.0,248.0,734.0,249.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
10,Myles,Lewis-Skelly,Lewis-Skelly,a,,,5.1,236,37.0,1.5,145,59.0,0.2,341.0,117.0,0,0,0.0,-4,4.0,111,203,0.0,1.4,1.2,1.2,0.8,443.0,150.0,,,399.0,146.0,368.0,126.0,373.0,136.0,412.0,144.0,,,,,,,,0.0,0.01,0.01,1.0,0.0,0.0,0.68,0.0,5.45,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,1204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
