id,first_name,second_name,web_name,status,news,now_cost,selected_by_percent,form,event_points,cost_change_event,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index
2,Kepa,Arrizabalaga Revuelta,Arrizabalaga,a,,4.3,0.5,0.0,0,0,221,1885,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Andrés,García,A.García,a,,3.9,0.3,0.0,0,0,2162,829,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Tommy,Setford,Setford,a,,4.0,0.2,0.0,0,0,420,876,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Brayden,Clarke,Clarke,a,,3.9,0.5,0.0,0,0,1650,1897,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,Borna,Sosa,Sosa,a,,4.9,0.1,0.0,0,0,285,469,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Eberechi,Eze,Eze,a,,7.6,13.4,4.5,6,0,57299,39396,0.6,2.9,5.0,5.0,0,-83,0,0,-1,0,0,0,0,0,0,0,-1,0,-10,0,0,0,0.0,0.0,0.0,0.0,-7.2,-2.6,-26.0,-3.6
205,Josh,Cullen,Cullen,a,,5.0,2.0,4.2,6,0,11041,8354,0.8,7.4,4.2,3.7,0,0,1,1,1,-3,0,0,0,0,0,0,0,3,28,0,0,0,0.0,0.0,0.0,0.0,42.0,-42.4,21.0,2.0999999999999996
17,Martin,Ødegaard,Ødegaard,d,Knee injury - 75% chance of playing,7.9,1.9,1.5,1,0,3142,12945,0.2,1.6,1.5,2.0,0,-53,0,0,-1,0,0,0,0,0,0,0,0,0,-11,0,0,0,0.0,0.0,0.0,0.0,-16.2,-15.9,-14.0,-4.6
18,Noni,Madueke,Madueke,i,Knee injury - Unknown return date,6.9,0.8,1.0,0,0,50,8285,0.1,1.4,0.0,0.0,0,33,0,0,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0.0,0.0,0.0,0.0,3.9999999999999996,16.2,8.0,2.9
60,Ben,Broggio,Broggio,a,,4.5,0.3,0.0,0,0,1438,1677,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Maxime,Estève,Estève,a,,4.0,13.6,1.8,1,0,7211,41695,0.4,3.8,1.8,1.3,0,-8,0,0,1,-3,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0.0,1.6000000000000014,0.6000000000000001,-17.0,-1.5
218,Ashley,Barnes,Barnes,a,,4.4,1.5,0.0,0,0,2699,6428,0.0,0.0,0.0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Gabriel,Słonina,Slonina,a,,4.0,0.1,0.0,0,0,103,268,0.0,0.0,0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Diego,Coppola,Coppola,a,,4.4,0.1,0.2,0,0,63,151,0.0,0.5,-0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,James,Tarkowski,Tarkowski,a,,5.5,7.8,4.2,5,0,8473,27890,0.8,5.8,3.7,4.2,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0.0,-17.8,-1.8,-3.0,-2.2
309,Jenson,Metcalfe,Metcalfe,u,Has joined Bradford City permanently.,4.5,0.0,0.0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,Harrison,Reed,Reed,a,,4.4,0.3,0.0,0,0,676,1357,0.0,0.0,-0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,Sebastiaan,Bornauw,Bornauw,a,,3.9,0.1,0.0,0,0,88,261,0.0,0.0,0.0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Conor,Bradley,Bradley,a,,5.0,0.1,0.8,0,0,889,936,0.2,0.6,1.8,1.3,0,10,0,0,0,1,0,0,0,1,0,0,0,0,-7,0,0,0,0.0,0.0,0.0,0.0,4.0,1.3,2.0,0.7
429,Kalvin,Phillips,Phillips,a,,4.9,0.1,0.0,0,0,133,251,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Ethan,Wheatley,Wheatley,u,has joined Northampton Town on loan for the rest of the season.,4.5,0.1,0.0,0,0,0,469,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Ryan,Christie,Christie,a,,5.0,0.1,1.5,1,0,174,379,0.3,1.6,1.5,1.5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,4.4,13.1,5.0,2.3
